timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z
7269,557,545,-0.1735,73,0,0,0,0,0,0
7308,559,544,-0.1668,76,0,0,0,0,0,0
7346,557,544,-0.1773,77,0,0,0,0,0,0
7385,559,544,-0.1668,79,0,0,0,0,0,0
7422,558,543,-0.1757,80,0,0,0,0,0,0
7461,557,543,-0.1810,82,0,0,0,0,0,0
7499,557,542,-0.1847,84,0,0,0,0,0,0
7538,557,542,-0.1847,85,0,0,0,0,0,0
7577,557,542,-0.1847,87,0,0,0,0,0,0
7615,558,543,-0.1757,89,0,0,0,0,0,0
7654,558,542,-0.1793,90,0,0,0,0,0,0
7692,557,543,-0.1810,92,0,0,0,0,0,0
7731,558,543,-0.1757,93,0,0,0,0,0,0
7769,559,541,-0.1773,95,0,0,0,0,0,0
7808,558,542,-0.1793,98,0,0,0,0,0,0
7846,558,540,-0.1863,99,0,0,0,0,0,0
7884,557,541,-0.1883,101,0,0,0,0,0,0
7924,557,541,-0.1883,103,0,0,0,0,0,0
7963,560,538,-0.1815,104,0,0,0,0,0,0
8003,558,540,-0.1863,105,0,0,0,0,0,0
8043,559,541,-0.1773,106,0,0,0,0,0,0
8082,559,541,-0.1773,111,0,0,0,0,0,0
8122,560,542,-0.1685,113,0,0,0,0,0,0
8161,560,543,-0.1650,114,0,0,0,0,0,0
8201,559,543,-0.1704,120,0,0,0,0,0,0
8241,560,543,-0.1650,122,0,0,0,0,0,0
8280,560,543,-0.1650,127,0,0,0,0,0,0
8320,560,542,-0.1685,131,0,0,0,0,0,0
8358,560,542,-0.1685,134,0,0,0,0,0,0
8398,566,542,-0.1362,135,0,0,0,0,0,0
8438,561,544,-0.1563,138,0,0,0,0,0,0
8477,562,547,-0.1407,144,0,0,0,0,0,0
8517,564,545,-0.1373,145,0,0,0,0,0,0
8556,563,545,-0.1425,147,0,0,0,0,0,0
8596,564,545,-0.1373,148,0,0,0,0,0,0
8636,564,545,-0.1373,150,0,0,0,0,0,0
8675,564,546,-0.1340,152,0,0,0,0,0,0
8715,566,545,-0.1270,153,0,0,0,0,0,0
8754,565,545,-0.1322,155,0,0,0,0,0,0
8794,567,545,-0.1219,158,0,0,0,0,0,0
8833,567,546,-0.1187,159,0,0,0,0,0,0
8872,569,546,-0.1086,161,0,0,0,0,0,0
8912,568,546,-0.1137,165,0,0,0,0,0,0
8951,569,546,-0.1086,168,0,0,0,0,0,0
8991,569,547,-0.1055,169,0,0,0,0,0,0
9030,569,547,-0.1055,171,0,0,0,0,0,0
9070,569,547,-0.1055,173,0,0,0,0,0,0
9110,568,549,-0.1041,175,0,0,0,0,0,0
9149,568,548,-0.1074,175,0,0,0,0,0,0
9189,569,548,-0.1024,179,0,0,0,0,0,0
9228,569,548,-0.1024,180,0,0,0,0,0,0
9268,569,547,-0.1055,182,0,0,0,0,0,0
9308,570,547,-0.1005,183,0,0,0,0,0,0
9347,569,547,-0.1055,186,0,0,0,0,0,0
9387,570,548,-0.0975,188,0,0,0,0,0,0
9425,569,549,-0.0993,189,0,0,0,0,0,0
9465,570,549,-0.0944,191,0,0,0,0,0,0
9505,571,549,-0.0895,192,0,0,0,0,0,0
9544,569,549,-0.0993,195,0,0,0,0,0,0
9584,567,550,-0.1057,196,0,0,0,0,0,0
9623,571,549,-0.0895,197,0,0,0,0,0,0
9663,571,549,-0.0895,199,0,0,0,0,0,0
9703,569,549,-0.0993,199,0,0,0,0,0,0
9742,570,548,-0.0975,201,0,0,0,0,0,0
9782,570,547,-0.1005,203,0,0,0,0,0,0
9821,569,546,-0.1086,206,0,0,0,0,0,0
9861,569,548,-0.1024,208,0,0,0,0,0,0
9901,569,548,-0.1024,210,0,0,0,0,0,0
9939,571,548,-0.0926,211,0,0,0,0,0,0
9979,570,546,-0.1035,212,0,0,0,0,0,0
10018,571,548,-0.0926,215,0,0,0,0,0,0
10059,572,548,-0.0876,216,0,0,0,0,0,0
10100,572,548,-0.0876,217,0,0,0,0,0,0
10140,573,549,-0.0798,218,0,0,0,0,0,0
10181,574,550,-0.0720,220,0,0,0,0,0,0
10221,575,550,-0.0672,221,0,0,0,0,0,0
10262,576,551,-0.0595,222,0,0,0,0,0,0
10303,579,553,-0.0397,225,0,0,0,0,0,0
10343,582,554,-0.0232,226,0,0,0,0,0,0
10384,583,555,-0.0159,226,0,0,0,0,0,0
10424,584,555,-0.0114,226,0,0,0,0,0,0
10465,586,556,0.0003,226,0,0,0,0,0,0
10505,587,558,0.0100,226,0,0,0,0,0,0
10544,588,559,0.0171,226,0,0,0,0,0,0
10584,589,559,0.0214,226,0,0,0,0,0,0
10622,589,560,0.0241,226,0,0,0,0,0,0
10662,589,561,0.0268,226,0,0,0,0,0,0
10702,589,561,0.0268,226,0,0,0,0,0,0
10741,589,561,0.0268,226,0,0,0,0,0,0
10781,588,561,0.0225,226,0,0,0,0,0,0
10820,587,560,0.0155,226,0,0,0,0,0,0
10860,586,560,0.0112,226,0,0,0,0,0,0
10900,586,559,0.0084,226,0,0,0,0,0,0
10939,586,559,0.0084,226,0,0,0,0,0,0
10979,586,559,0.0084,226,0,0,0,0,0,0
11018,587,559,0.0127,226,0,0,0,0,0,0
11058,588,558,0.0144,226,0,0,0,0,0,0
11097,587,558,0.0100,226,0,0,0,0,0,0
11137,589,558,0.0188,226,0,0,0,0,0,0
11176,587,559,0.0127,226,0,0,0,0,0,0
