timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z
9640,570,552,-0.0873,78,0,0,0,0,0,0
9678,570,552,-0.0873,79,0,0,0,0,0,0
9717,570,551,-0.0905,80,0,0,0,0,0,0
9756,570,551,-0.0905,82,0,0,0,0,0,0
9794,569,552,-0.0920,85,0,0,0,0,0,0
9833,570,551,-0.0905,89,0,0,0,0,0,0
9871,570,551,-0.0905,91,0,0,0,0,0,0
9910,570,551,-0.0905,97,0,0,0,0,0,0
9948,571,550,-0.0889,98,0,0,0,0,0,0
9987,570,550,-0.0937,100,0,0,0,0,0,0
10027,570,550,-0.0937,105,0,0,0,0,0,0
10066,570,550,-0.0937,107,0,0,0,0,0,0
10107,569,548,-0.1049,110,0,0,0,0,0,0
10147,568,549,-0.1066,115,0,0,0,0,0,0
10188,569,548,-0.1049,119,0,0,0,0,0,0
10229,568,549,-0.1066,120,0,0,0,0,0,0
10269,570,550,-0.0937,121,0,0,0,0,0,0
10310,570,549,-0.0969,123,0,0,0,0,0,0
10351,569,549,-0.1017,124,0,0,0,0,0,0
10391,570,549,-0.0969,127,0,0,0,0,0,0
10432,570,550,-0.0937,129,0,0,0,0,0,0
10472,570,550,-0.0937,130,0,0,0,0,0,0
10513,571,550,-0.0889,131,0,0,0,0,0,0
10554,571,551,-0.0857,134,0,0,0,0,0,0
10594,571,552,-0.0826,135,0,0,0,0,0,0
10635,570,552,-0.0873,136,0,0,0,0,0,0
10675,572,553,-0.0747,138,0,0,0,0,0,0
10716,572,551,-0.0810,141,0,0,0,0,0,0
10757,572,552,-0.0779,142,0,0,0,0,0,0
10797,573,553,-0.0700,144,0,0,0,0,0,0
10838,572,552,-0.0779,147,0,0,0,0,0,0
10877,572,553,-0.0747,149,0,0,0,0,0,0
10918,572,552,-0.0779,150,0,0,0,0,0,0
10959,572,551,-0.0810,153,0,0,0,0,0,0
10999,572,551,-0.0810,154,0,0,0,0,0,0
11040,572,551,-0.0810,154,0,0,0,0,0,0
11081,571,551,-0.0857,156,0,0,0,0,0,0
11121,572,550,-0.0841,159,0,0,0,0,0,0
11162,572,550,-0.0841,161,0,0,0,0,0,0
11202,572,551,-0.0810,162,0,0,0,0,0,0
11243,573,550,-0.0793,163,0,0,0,0,0,0
11284,573,551,-0.0762,165,0,0,0,0,0,0
11324,573,552,-0.0732,166,0,0,0,0,0,0
11365,575,551,-0.0667,168,0,0,0,0,0,0
11405,574,553,-0.0654,169,0,0,0,0,0,0
