timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value
5315,577,581,0.0045,-88
5316,576,581,0.0011,-88
5318,578,581,0.0079,-88
5319,578,581,0.0079,-88
5320,578,581,0.0079,-88
5322,578,580,0.0043,-88
5324,578,581,0.0079,-88
5326,578,581,0.0079,-88
5328,577,581,0.0045,-88
5330,578,581,0.0079,-88
5332,578,581,0.0079,-88
5335,578,580,0.0043,-88
5337,579,581,0.0113,-88
5339,578,581,0.0079,-88
5342,577,581,0.0045,-88
5344,578,581,0.0079,-88
5346,578,581,0.0079,-88
5348,577,581,0.0045,-88
5350,577,581,0.0045,-88
5352,578,580,0.0043,-88
5354,577,581,0.0045,-88
5356,578,581,0.0079,-88
5358,577,580,0.0009,-88
5360,578,581,0.0079,-88
5362,577,580,0.0009,-88
5364,577,580,0.0009,-88
5366,577,581,0.0045,-88
5368,577,580,0.0009,-88
5371,578,581,0.0079,-88
5373,577,580,0.0009,-88
5376,577,580,0.0009,-88
5378,577,581,0.0045,-88
5380,577,580,0.0009,-88
5382,577,580,0.0009,-88
5384,577,581,0.0045,-88
5386,577,581,0.0045,-88
5388,577,580,0.0009,-88
5390,577,581,0.0045,-88
5392,577,580,0.0009,-88
5394,577,581,0.0045,-88
5396,577,581,0.0045,-88
5399,577,581,0.0045,-88
5401,577,580,0.0009,-88
5403,577,581,0.0045,-88
5405,578,580,0.0043,-88
5407,577,580,0.0009,-88
5409,577,581,0.0045,-88
5411,578,581,0.0079,-88
5413,577,581,0.0045,-88
5415,577,581,0.0045,-88
5417,577,580,0.0009,-88
5420,577,580,0.0009,-88
5422,578,581,0.0079,-88
5424,577,580,0.0009,-88
5427,577,581,0.0045,-88
5429,578,580,0.0043,-88
5431,577,580,0.0009,-88
5433,577,580,0.0009,-88
5435,578,580,0.0043,-88
5437,578,581,0.0079,-88
5439,577,581,0.0045,-88
5441,577,581,0.0045,-88
5443,577,581,0.0045,-88
5445,577,580,0.0009,-88
5447,577,581,0.0045,-88
5449,577,580,0.0009,-88
5451,577,580,0.0009,-88
5453,577,581,0.0045,-88
5456,577,580,0.0009,-88
5458,577,580,0.0009,-88
5460,577,581,0.0045,-88
5463,577,580,0.0009,-88
5465,577,580,0.0009,-88
5467,577,580,0.0009,-88
5469,577,580,0.0009,-88
5471,577,580,0.0009,-88
5473,578,581,0.0079,-88
5475,577,580,0.0009,-88
5477,577,580,0.0009,-88
5479,577,580,0.0009,-88
5481,577,580,0.0009,-88
5484,577,580,0.0009,-88
5486,577,580,0.0009,-88
5488,577,580,0.0009,-88
5490,577,580,0.0009,-88
5492,577,579,-0.0027,-88
5494,575,580,-0.0060,-88
5496,577,580,0.0009,-88
5498,576,580,-0.0025,-88
5500,577,580,0.0009,-88
5502,577,580,0.0009,-88
5506,576,579,-0.0062,-88
5508,577,580,0.0009,-88
5510,575,580,-0.0060,-88
5512,577,580,0.0009,-88
5514,576,580,-0.0025,-87
5516,577,580,0.0009,-87
5518,576,580,-0.0025,-87
5520,577,580,0.0009,-87
5522,577,580,0.0009,-87
5525,575,580,-0.0060,-87
5527,577,580,0.0009,-87
5529,576,580,-0.0025,-87
5531,576,580,-0.0025,-87
5533,575,581,-0.0023,-87
5535,576,580,-0.0025,-87
5537,576,580,-0.0025,-87
5540,576,580,-0.0025,-87
5542,576,580,-0.0025,-87
5544,576,580,-0.0025,-87
5547,577,580,0.0009,-87
5549,577,580,0.0009,-87
5551,577,580,0.0009,-87
5553,577,581,0.0045,-87
5555,576,580,-0.0025,-87
5558,576,580,-0.0025,-87
5560,576,580,-0.0025,-87
5562,576,580,-0.0025,-87
5564,576,580,-0.0025,-87
5566,577,580,0.0009,-87
5568,576,580,-0.0025,-87
5570,577,580,0.0009,-87
5572,576,581,0.0011,-87
5575,575,580,-0.0060,-87
5577,575,580,-0.0060,-87
5579,576,580,-0.0025,-87
5581,577,580,0.0009,-87
5583,576,580,-0.0025,-87
5585,576,580,-0.0025,-87
5587,576,580,-0.0025,-87
5591,576,580,-0.0025,-87
5593,575,579,-0.0096,-87
5595,576,580,-0.0025,-87
5597,577,581,0.0045,-87
5599,575,580,-0.0060,-87
5601,577,579,-0.0027,-87
5603,577,580,0.0009,-87
5606,576,580,-0.0025,-87
5608,577,580,0.0009,-87
5610,577,580,0.0009,-87
5612,576,580,-0.0025,-87
5614,576,580,-0.0025,-87
5616,575,580,-0.0060,-87
5618,576,580,-0.0025,-87
5620,577,580,0.0009,-87
5623,577,580,0.0009,-87
5625,577,580,0.0009,-87
5627,577,580,0.0009,-87
5629,576,580,-0.0025,-87
5632,577,580,0.0009,-87
5634,577,580,0.0009,-87
5636,576,580,-0.0025,-87
5638,577,580,0.0009,-87
5640,576,580,-0.0025,-87
5642,576,580,-0.0025,-87
5645,576,580,-0.0025,-87
5647,577,580,0.0009,-87
5649,576,580,-0.0025,-87
5651,576,579,-0.0062,-87
5653,577,580,0.0009,-87
5655,575,580,-0.0060,-87
5657,577,580,0.0009,-87
5659,576,580,-0.0025,-87
5662,575,580,-0.0060,-87
5664,577,580,0.0009,-87
5666,576,580,-0.0025,-87
5668,576,580,-0.0025,-87
5670,576,580,-0.0025,-87
5672,577,579,-0.0027,-87
5675,576,579,-0.0062,-87
