timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value
5313,581,585,-0.0046,-38
5315,582,585,-0.0013,-39
5316,581,586,-0.0011,-39
5317,583,586,0.0055,-40
5319,582,585,-0.0013,-40
5320,581,584,-0.0081,-40
5322,580,584,-0.0114,-40
5324,579,584,-0.0147,-40
5326,580,583,-0.0149,-40
5328,580,583,-0.0149,-41
5331,579,584,-0.0147,-42
5334,579,583,-0.0183,-42
5336,580,583,-0.0149,-42
5338,580,582,-0.0184,-42
5340,579,583,-0.0183,-42
5342,579,583,-0.0183,-43
5345,580,583,-0.0149,-43
5347,580,584,-0.0114,-44
5349,580,584,-0.0114,-44
5351,580,584,-0.0114,-44
5353,581,583,-0.0116,-44
5355,580,584,-0.0114,-44
5358,579,583,-0.0183,-44
5360,579,583,-0.0183,-45
5362,580,584,-0.0114,-45
5364,580,584,-0.0114,-46
5366,579,583,-0.0183,-46
5368,579,584,-0.0147,-46
5370,580,583,-0.0149,-46
5373,580,582,-0.0184,-46
5376,579,582,-0.0218,-46
5378,578,583,-0.0216,-46
5380,580,584,-0.0114,-46
5382,581,584,-0.0081,-47
5384,580,583,-0.0149,-47
5387,579,583,-0.0183,-47
5389,579,582,-0.0218,-47
5391,579,582,-0.0218,-48
5393,578,582,-0.0252,-48
5395,578,583,-0.0216,-48
5397,580,583,-0.0149,-48
5400,580,583,-0.0149,-48
5402,579,584,-0.0147,-48
5404,578,583,-0.0216,-48
5406,580,582,-0.0184,-48
5408,579,582,-0.0218,-48
5410,579,582,-0.0218,-48
5412,579,583,-0.0183,-48
5415,580,583,-0.0149,-48
5417,579,582,-0.0218,-48
5420,579,583,-0.0183,-48
5422,579,582,-0.0218,-48
5424,580,583,-0.0149,-48
5426,580,584,-0.0114,-48
5429,579,584,-0.0147,-48
5431,579,583,-0.0183,-48
5433,579,583,-0.0183,-47
5435,580,583,-0.0149,-47
5437,579,582,-0.0218,-47
5439,579,583,-0.0183,-47
5442,580,584,-0.0114,-47
5444,580,583,-0.0149,-47
5446,579,583,-0.0183,-47
5448,579,583,-0.0183,-47
5450,580,583,-0.0149,-47
5452,580,583,-0.0149,-47
5454,578,582,-0.0252,-47
5457,578,583,-0.0216,-47
5459,579,582,-0.0218,-47
5462,579,582,-0.0218,-47
5464,578,583,-0.0216,-46
5466,578,583,-0.0216,-46
5468,579,582,-0.0218,-46
5471,579,581,-0.0253,-45
5473,578,582,-0.0252,-45
5475,579,583,-0.0183,-45
5477,580,583,-0.0149,-45
5479,580,583,-0.0149,-45
5481,579,583,-0.0183,-45
5484,579,583,-0.0183,-45
5486,580,583,-0.0149,-44
5488,580,583,-0.0149,-44
5490,579,583,-0.0183,-44
5492,579,584,-0.0147,-43
5494,580,584,-0.0114,-43
5496,580,583,-0.0149,-43
5499,579,584,-0.0147,-43
5501,579,583,-0.0183,-43
5504,580,583,-0.0149,-42
5506,581,583,-0.0116,-42
5508,580,583,-0.0149,-41
5510,579,582,-0.0218,-41
5513,579,582,-0.0218,-41
5515,578,581,-0.0287,-41
5517,577,581,-0.0321,-41
5519,577,581,-0.0321,-40
5521,578,582,-0.0252,-40
5523,579,582,-0.0218,-39
5526,577,582,-0.0285,-39
5528,577,582,-0.0285,-39
5530,578,582,-0.0252,-39
5532,579,581,-0.0253,-38
5534,578,581,-0.0287,-37
5536,577,581,-0.0321,-37
5538,578,581,-0.0287,-37
5541,578,582,-0.0252,-37
5543,579,583,-0.0183,-36
5545,579,583,-0.0183,-36
5548,580,584,-0.0114,-35
5550,580,583,-0.0149,-35
5552,579,583,-0.0183,-35
5555,579,583,-0.0183,-34
5557,581,584,-0.0081,-33
5559,580,584,-0.0114,-33
5561,581,584,-0.0081,-33
5563,580,584,-0.0114,-33
5565,581,584,-0.0081,-32
5568,581,585,-0.0046,-31
5570,580,585,-0.0079,-31
5572,580,584,-0.0114,-31
5574,580,581,-0.0219,-30
5576,579,583,-0.0183,-29
5578,577,581,-0.0321,-29
5580,577,581,-0.0321,-29
5583,579,583,-0.0183,-28
5585,581,585,-0.0046,-27
5587,581,587,0.0024,-27
5590,584,588,0.0156,-26
5592,585,588,0.0188,-25
5594,585,589,0.0222,-25
5596,586,588,0.0221,-25
5598,585,588,0.0188,-24
5600,584,587,0.0122,-23
5602,583,586,0.0055,-23
5605,583,586,0.0055,-22
5607,583,588,0.0123,-21
5609,585,590,0.0256,-21
5611,587,592,0.0387,-21
5613,590,596,0.0613,-20
5615,592,598,0.0739,-19
5617,594,600,0.0864,-19
5619,595,599,0.0862,-18
5621,594,598,0.0800,-17
5623,592,595,0.0642,-17
5625,591,592,0.0514,-16
5627,588,589,0.0319,-15
5629,586,586,0.0154,-15
5633,584,586,0.0088,-14
5635,584,586,0.0088,-13
5637,584,589,0.0190,-13
5639,586,590,0.0288,-12
5641,588,591,0.0385,-11
5643,588,592,0.0418,-11
5645,588,590,0.0352,-10
5647,588,589,0.0319,-9
5649,584,589,0.0190,-9
5651,584,587,0.0122,-8
5653,583,586,0.0055,-7
5655,581,586,-0.0011,-7
5657,581,585,-0.0046,-7
5659,582,586,0.0022,-5
5661,582,587,0.0056,-5
5663,584,588,0.0156,-5
5665,584,589,0.0190,-3
5667,586,591,0.0322,-3
5669,586,592,0.0355,-3
5671,588,593,0.0452,-1
5673,589,595,0.0549,-1
5676,589,595,0.0549,0
5678,591,595,0.0611,1
5680,590,594,0.0547,1
5682,590,593,0.0514,2
5684,589,592,0.0450,3
5686,589,592,0.0450,3
5688,587,591,0.0353,4
5689,587,591,0.0353,5
5691,588,591,0.0385,5
5693,587,592,0.0387,6
5695,589,592,0.0450,7
5697,589,592,0.0450,7
5699,588,591,0.0385,9
5701,588,590,0.0352,9
5703,586,591,0.0322,9
5705,587,591,0.0353,11
5707,588,590,0.0352,11
5709,588,590,0.0352,12
5711,587,590,0.0320,13
5713,586,589,0.0254,13
5715,585,588,0.0188,14
5718,585,588,0.0188,15
5720,584,588,0.0156,16
5722,585,589,0.0222,17
5724,586,590,0.0288,17
5726,587,592,0.0387,18
5728,589,594,0.0516,19
5730,590,594,0.0547,19
5732,591,595,0.0611,21
5734,591,595,0.0611,21
5736,591,595,0.0611,22
5738,591,595,0.0611,23
5740,591,595,0.0611,23
5742,591,593,0.0546,24
5744,590,594,0.0547,25
5746,590,593,0.0514,26
5748,590,593,0.0514,27
5750,589,593,0.0483,27
5752,590,593,0.0514,28
5754,590,594,0.0547,29
5756,591,594,0.0578,29
5758,591,594,0.0578,31
5761,591,594,0.0578,31
5763,591,593,0.0546,32
5765,590,593,0.0514,33
5767,589,591,0.0417,33
5769,588,590,0.0352,35
5771,587,589,0.0287,35
5772,587,589,0.0287,36
5774,587,590,0.0320,37
5776,587,591,0.0353,37
5778,588,591,0.0385,39
5780,589,592,0.0450,39
5782,589,593,0.0483,40
5784,590,593,0.0514,41
5786,591,594,0.0578,41
5788,590,593,0.0514,41
5790,590,593,0.0514,40
5792,590,593,0.0514,40
5794,589,592,0.0450,38
5796,587,589,0.0287,38
5798,585,586,0.0121,37
5800,583,584,-0.0014,36
5803,580,582,-0.0184,36
5806,580,583,-0.0149,35
5808,581,584,-0.0081,34
5810,582,587,0.0056,33
5812,583,587,0.0089,32
5814,583,585,0.0020,32
5816,579,582,-0.0218,31
5818,578,578,-0.0394,30
5820,574,576,-0.0607,30
5822,573,575,-0.0679,29
5824,573,576,-0.0642,28
5826,572,577,-0.0640,26
5828,572,577,-0.0640,26
5830,573,576,-0.0642,24
5832,572,576,-0.0678,23
5834,574,578,-0.0534,22
5836,576,580,-0.0392,21
5838,577,582,-0.0285,20
5841,578,582,-0.0252,18
5843,578,581,-0.0287,18
5846,578,579,-0.0358,16
5848,576,577,-0.0500,15
5850,575,577,-0.0535,14
5852,575,579,-0.0462,12
5854,577,581,-0.0321,12
5856,578,583,-0.0216,10
5858,580,585,-0.0079,9
5860,581,585,-0.0046,8
5862,580,584,-0.0114,7
5864,580,583,-0.0149,6
5866,580,582,-0.0184,5
5868,578,581,-0.0287,4
5870,577,580,-0.0357,2
5872,577,580,-0.0357,1
5874,577,580,-0.0357,0
5876,577,580,-0.0357,-2
5878,575,580,-0.0426,-2
5880,576,580,-0.0392,-4
5882,577,580,-0.0357,-5
5884,577,581,-0.0321,-6
5886,579,582,-0.0218,-8
5890,579,582,-0.0218,-8
5892,579,583,-0.0183,-10
5894,579,582,-0.0218,-11
5896,578,581,-0.0287,-12
5898,578,581,-0.0287,-14
5900,578,581,-0.0287,-14
5902,579,582,-0.0218,-16
5905,578,583,-0.0216,-17
5907,580,584,-0.0114,-18
5909,579,585,-0.0112,-19
5911,581,586,-0.0011,-20
5913,582,587,0.0056,-22
5915,584,588,0.0156,-22
5917,585,589,0.0222,-24
5919,585,589,0.0222,-24
5922,586,589,0.0254,-26
5924,586,590,0.0288,-26
5926,587,590,0.0320,-28
5928,587,590,0.0320,-28
5931,586,590,0.0288,-29
5933,586,589,0.0254,-30
5935,586,590,0.0288,-31
5937,587,590,0.0320,-32
5939,587,590,0.0320,-32
5941,588,591,0.0385,-34
5943,587,591,0.0353,-34
5945,588,590,0.0352,-35
5947,587,590,0.0320,-36
5949,586,588,0.0221,-36
5952,586,588,0.0221,-38
5954,585,588,0.0188,-38
5956,586,590,0.0288,-39
5958,588,592,0.0418,-40
5960,589,594,0.0516,-40
5962,590,594,0.0547,-40
5964,589,592,0.0450,-41
5966,588,590,0.0352,-42
5968,587,589,0.0287,-42
5970,585,587,0.0154,-42
5972,584,587,0.0122,-43
5975,584,587,0.0122,-44
5977,584,588,0.0156,-44
5980,585,589,0.0222,-44
5982,586,589,0.0254,-45
5984,586,590,0.0288,-45
5986,588,590,0.0352,-46
5988,587,589,0.0287,-46
5990,586,588,0.0221,-46
5992,584,586,0.0088,-46
5994,582,585,-0.0013,-46
5996,582,584,-0.0047,-47
5998,581,584,-0.0081,-47
6001,581,584,-0.0081,-48
6003,580,584,-0.0114,-48
6005,580,585,-0.0079,-48
6007,581,584,-0.0081,-48
6009,581,584,-0.0081,-48
6011,580,584,-0.0114,-48
6013,579,582,-0.0218,-48
6017,579,580,-0.0289,-48
6019,578,580,-0.0323,-48
6021,576,580,-0.0392,-48
6023,577,582,-0.0285,-49
6025,578,582,-0.0252,-49
6027,579,582,-0.0218,-49
6030,579,583,-0.0183,-49
6032,578,582,-0.0252,-49
6034,579,581,-0.0253,-50
6036,579,582,-0.0218,-50
6038,577,581,-0.0321,-50
6040,577,581,-0.0321,-50
6043,578,581,-0.0287,-50
6045,578,581,-0.0287,-50
6047,577,581,-0.0321,-50
6049,577,581,-0.0321,-50
6051,578,582,-0.0252,-51
6053,578,582,-0.0252,-51
6055,578,582,-0.0252,-51
6059,578,582,-0.0252,-52
6061,578,581,-0.0287,-52
6063,578,581,-0.0287,-52
6065,577,581,-0.0321,-52
6067,576,580,-0.0392,-52
6069,576,579,-0.0428,-53
6072,576,580,-0.0392,-53
6074,575,579,-0.0462,-54
6076,576,580,-0.0392,-54
6078,577,580,-0.0357,-54
6080,577,581,-0.0321,-55
6082,576,580,-0.0392,-55
6085,577,581,-0.0321,-56
6087,578,581,-0.0287,-56
6089,578,581,-0.0287,-56
6091,578,581,-0.0287,-57
6093,577,581,-0.0321,-58
6095,579,582,-0.0218,-58
6097,579,583,-0.0183,-58
6100,579,583,-0.0183,-59
6103,579,584,-0.0147,-60
6105,580,584,-0.0114,-60
6107,581,585,-0.0046,-61
6109,582,585,-0.0013,-62
6111,581,586,-0.0011,-62
6114,582,586,0.0022,-62
6116,581,585,-0.0046,-63
6118,581,586,-0.0011,-64
6120,582,585,-0.0013,-64
6122,582,585,-0.0013,-65
6124,582,586,0.0022,-66
6126,583,586,0.0055,-66
6128,582,586,0.0022,-66
6131,583,586,0.0055,-67
6133,583,586,0.0055,-68
6135,582,586,0.0022,-68
6137,582,585,-0.0013,-69
6139,582,586,0.0022,-70
6141,581,586,-0.0011,-70
6144,581,586,-0.0011,-71
6146,582,586,0.0022,-72
6148,583,586,0.0055,-72
6150,582,586,0.0022,-72
6153,583,586,0.0055,-73
6155,583,586,0.0055,-74
6157,583,586,0.0055,-74
6159,583,587,0.0089,-75
6161,584,587,0.0122,-76
6163,583,587,0.0089,-76
6165,583,586,0.0055,-76
6167,584,586,0.0088,-77
6169,583,586,0.0055,-78
6171,582,586,0.0022,-78
6173,582,586,0.0022,-79
6175,582,585,-0.0013,-80
6178,582,584,-0.0047,-80
6180,581,584,-0.0081,-81
6182,581,585,-0.0046,-82
6184,579,583,-0.0183,-82
6187,579,583,-0.0183,-83
6189,580,582,-0.0184,-84
6191,579,582,-0.0218,-84
6194,579,583,-0.0183,-84
6196,578,582,-0.0252,-86
6198,578,581,-0.0287,-86
6200,578,581,-0.0287,-86
6202,578,581,-0.0287,-88
6204,577,581,-0.0321,-88
6207,577,580,-0.0357,-88
6209,578,581,-0.0287,-90
6211,576,580,-0.0392,-90
6213,576,580,-0.0392,-90
6215,578,580,-0.0323,-92
6217,577,581,-0.0321,-92
6220,576,581,-0.0355,-92
6222,577,581,-0.0321,-93
6224,578,581,-0.0287,-94
6226,577,581,-0.0321,-94
6228,576,580,-0.0392,-95
6231,576,580,-0.0392,-96
6233,576,580,-0.0392,-96
6236,576,580,-0.0392,-97
6238,576,580,-0.0392,-98
6240,576,580,-0.0392,-98
6242,576,580,-0.0392,-99
6244,576,580,-0.0392,-100
6247,575,580,-0.0426,-100
6249,576,579,-0.0428,-100
6251,577,579,-0.0393,-102
6253,576,579,-0.0428,-102
6255,576,579,-0.0428,-102
6258,575,579,-0.0462,-103
6260,576,580,-0.0392,-104
6262,576,580,-0.0392,-104
6264,576,581,-0.0355,-105
6267,576,581,-0.0355,-106
6269,577,581,-0.0321,-106
6272,578,581,-0.0287,-107
6274,578,581,-0.0287,-108
6277,578,582,-0.0252,-108
6279,578,582,-0.0252,-109
6281,577,582,-0.0285,-110
6283,578,581,-0.0287,-110
6286,578,582,-0.0252,-111
6288,579,583,-0.0183,-112
6290,579,583,-0.0183,-112
6292,580,583,-0.0149,-113
6295,580,584,-0.0114,-114
6297,579,583,-0.0183,-114
6299,579,583,-0.0183,-114
6301,579,583,-0.0183,-116
6304,579,583,-0.0183,-116
6306,580,584,-0.0114,-116
6308,580,583,-0.0149,-118
6310,580,583,-0.0149,-118
6313,580,584,-0.0114,-118
6316,579,583,-0.0183,-119
6318,579,583,-0.0183,-120
6320,579,583,-0.0183,-120
6322,579,583,-0.0183,-121
6325,580,584,-0.0114,-122
6327,580,583,-0.0149,-122
6329,580,584,-0.0114,-123
6331,579,583,-0.0183,-124
6334,580,583,-0.0149,-124
6336,580,584,-0.0114,-125
6338,580,583,-0.0149,-126
6340,580,584,-0.0114,-126
6343,581,584,-0.0081,-126
6345,581,584,-0.0081,-127
6347,582,584,-0.0047,-128
6349,581,583,-0.0116,-128
6352,580,584,-0.0114,-129
6354,580,584,-0.0114,-130
6356,579,583,-0.0183,-130
6359,578,583,-0.0216,-130
6362,580,582,-0.0184,-131
6364,579,582,-0.0218,-132
6366,579,581,-0.0253,-132
6368,578,581,-0.0287,-132
6371,577,581,-0.0321,-133
6373,578,581,-0.0287,-134
6375,577,581,-0.0321,-134
6377,576,580,-0.0392,-134
6380,578,581,-0.0287,-135
6382,577,580,-0.0357,-135
6384,578,580,-0.0323,-136
6386,577,580,-0.0357,-136
6388,576,580,-0.0392,-136
6391,576,580,-0.0392,-137
6393,576,580,-0.0392,-138
6395,576,580,-0.0392,-138
6397,577,580,-0.0357,-138
6401,577,580,-0.0357,-138
6403,576,580,-0.0392,-139
6405,576,580,-0.0392,-140
6407,576,580,-0.0392,-140
6410,576,580,-0.0392,-140
6412,576,580,-0.0392,-140
6414,575,580,-0.0426,-141
6416,576,580,-0.0392,-142
6419,576,580,-0.0392,-142
6421,576,580,-0.0392,-142
6423,576,580,-0.0392,-142
6425,575,579,-0.0462,-143
6428,576,579,-0.0428,-143
6430,576,579,-0.0428,-144
6432,575,579,-0.0462,-144
6434,576,580,-0.0392,-144
6437,576,580,-0.0392,-144
6439,577,580,-0.0357,-145
6441,576,580,-0.0392,-146
6444,577,580,-0.0357,-146
6446,577,580,-0.0357,-146
6449,576,581,-0.0355,-146
6451,577,581,-0.0321,-146
6453,578,581,-0.0287,-147
6455,578,581,-0.0287,-148
6458,579,583,-0.0183,-148
6460,578,581,-0.0287,-148
6462,579,582,-0.0218,-148
6464,579,583,-0.0183,-148
6467,579,583,-0.0183,-149
6469,579,583,-0.0183,-150
6471,580,583,-0.0149,-150
6473,580,584,-0.0114,-150
6476,580,584,-0.0114,-150
6478,580,584,-0.0114,-150
6480,579,583,-0.0183,-151
6482,580,584,-0.0114,-152
6486,579,583,-0.0183,-152
6488,579,584,-0.0147,-152
6490,580,583,-0.0149,-152
6492,581,584,-0.0081,-152
6495,581,584,-0.0081,-153
6497,581,584,-0.0081,-153
6499,580,583,-0.0149,-154
6501,580,584,-0.0114,-154
6504,580,584,-0.0114,-154
6506,580,584,-0.0114,-154
6508,581,584,-0.0081,-155
6510,581,585,-0.0046,-155
6512,581,584,-0.0081,-156
6515,579,584,-0.0147,-156
6517,581,584,-0.0081,-156
6519,581,585,-0.0046,-156
6521,580,584,-0.0114,-157
6524,580,584,-0.0114,-157
6526,581,584,-0.0081,-158
6529,580,583,-0.0149,-158
6531,580,584,-0.0114,-158
6534,580,584,-0.0114,-158
6536,580,583,-0.0149,-159
6538,579,583,-0.0183,-159
6540,579,583,-0.0183,-160
6543,578,582,-0.0252,-160
6545,579,582,-0.0218,-160
6547,579,582,-0.0218,-160
6549,579,582,-0.0218,-160
6552,578,582,-0.0252,-161
6554,578,582,-0.0252,-161
6556,579,582,-0.0218,-162
6558,578,581,-0.0287,-162
6561,577,581,-0.0321,-162
6563,578,581,-0.0287,-162
6565,578,581,-0.0287,-162
6567,578,581,-0.0287,-163
6571,578,580,-0.0323,-163
6573,577,580,-0.0357,-164
6575,577,581,-0.0321,-164
6577,576,581,-0.0355,-164
6579,576,581,-0.0355,-164
6582,577,581,-0.0321,-164
6584,578,581,-0.0287,-165
6586,578,580,-0.0323,-165
6588,577,581,-0.0321,-166
