timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value
5315,581,585,0.0183,-134
5316,581,584,0.0148,-134
5318,581,584,0.0148,-134
5319,581,584,0.0148,-134
5320,580,584,0.0115,-134
5322,581,585,0.0183,-134
5324,580,585,0.0150,-134
5327,580,585,0.0150,-135
5329,582,585,0.0216,-135
5331,580,584,0.0115,-135
5334,580,584,0.0115,-135
5336,580,584,0.0115,-135
5338,581,584,0.0148,-135
5341,580,584,0.0115,-135
5343,580,584,0.0115,-135
5345,581,584,0.0148,-135
5347,581,585,0.0183,-135
5349,580,584,0.0115,-135
5351,580,585,0.0150,-135
5354,580,584,0.0115,-136
5356,581,584,0.0148,-136
5358,580,585,0.0150,-136
5360,580,584,0.0115,-136
5362,580,584,0.0115,-136
5364,582,584,0.0182,-136
5366,580,584,0.0115,-136
5369,580,584,0.0115,-136
5371,580,584,0.0115,-136
5373,582,584,0.0182,-136
5376,580,584,0.0115,-136
5378,580,585,0.0150,-136
5380,581,584,0.0148,-136
5383,581,584,0.0148,-136
5385,579,584,0.0082,-136
5387,580,584,0.0115,-136
5389,580,584,0.0115,-136
5391,582,584,0.0182,-136
5393,580,584,0.0115,-136
5396,580,584,0.0115,-136
5398,580,584,0.0115,-136
5400,581,584,0.0148,-136
5402,580,584,0.0115,-136
5404,579,583,0.0046,-136
5406,579,584,0.0082,-136
5408,581,584,0.0148,-136
5411,580,583,0.0080,-137
5413,580,584,0.0115,-137
5415,579,584,0.0082,-137
5417,581,583,0.0113,-137
5420,579,584,0.0082,-137
5422,579,584,0.0082,-137
5425,579,583,0.0046,-137
5427,580,583,0.0080,-137
5429,581,583,0.0113,-137
5431,580,583,0.0080,-138
5433,579,584,0.0082,-138
5435,581,583,0.0113,-138
5438,579,583,0.0046,-138
5440,579,583,0.0046,-138
5442,579,583,0.0046,-138
5444,581,584,0.0148,-138
5446,580,583,0.0080,-138
5448,580,584,0.0115,-138
5450,580,583,0.0080,-138
5453,580,583,0.0080,-138
5455,579,583,0.0046,-138
5457,579,583,0.0046,-138
5459,579,583,0.0046,-138
5462,581,583,0.0113,-138
5464,579,583,0.0046,-138
5467,579,583,0.0046,-138
5469,579,583,0.0046,-138
5471,580,583,0.0080,-138
5473,579,582,0.0011,-138
5475,579,583,0.0046,-138
5477,579,583,0.0046,-138
5480,581,584,0.0148,-138
5482,579,583,0.0046,-138
5484,579,583,0.0046,-138
5486,579,583,0.0046,-138
5488,580,583,0.0080,-138
5490,579,583,0.0046,-138
5492,579,584,0.0082,-138
5495,579,583,0.0046,-138
5497,580,584,0.0115,-138
5499,579,583,0.0046,-138
5501,579,584,0.0082,-138
5504,579,583,0.0046,-138
5506,580,584,0.0115,-138
5509,579,583,0.0046,-138
5511,579,583,0.0046,-138
5513,579,584,0.0082,-138
5515,580,583,0.0080,-138
5517,579,583,0.0046,-138
5519,579,583,0.0046,-138
5522,580,583,0.0080,-138
5524,580,583,0.0080,-138
5526,579,583,0.0046,-138
5528,579,584,0.0082,-139
5530,578,583,0.0013,-139
5532,580,583,0.0080,-139
5534,579,583,0.0046,-139
5537,579,583,0.0046,-139
5539,580,583,0.0080,-139
5541,580,583,0.0080,-139
5543,579,582,0.0011,-139
5545,579,584,0.0082,-139
5548,579,583,0.0046,-139
5551,581,584,0.0148,-139
5553,579,583,0.0046,-139
5555,580,583,0.0080,-139
5557,579,584,0.0082,-139
5559,581,584,0.0148,-139
5561,579,584,0.0082,-139
5564,579,583,0.0046,-139
5566,580,583,0.0080,-139
5568,580,583,0.0080,-139
5570,578,583,0.0013,-139
5572,579,583,0.0046,-139
5574,579,583,0.0046,-139
5577,580,584,0.0115,-139
5579,579,583,0.0046,-139
5581,579,583,0.0046,-139
