timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z
7842,575,557,-0.0565,47,0,0,0,0,0,0
7880,574,558,-0.0577,47,0,0,0,0,0,0
7919,576,557,-0.0520,47,0,0,0,0,0,0
7957,575,556,-0.0596,47,0,0,0,0,0,0
7996,574,557,-0.0609,47,0,0,0,0,0,0
8035,573,556,-0.0686,47,0,0,0,0,0,0
8073,573,556,-0.0686,47,0,0,0,0,0,0
8112,574,555,-0.0673,47,0,0,0,0,0,0
8150,574,558,-0.0577,47,0,0,0,0,0,0
8188,574,557,-0.0609,47,0,0,0,0,0,0
8226,574,557,-0.0609,47,0,0,0,0,0,0
8265,574,555,-0.0673,47,0,0,0,0,0,0
8304,574,556,-0.0641,47,0,0,0,0,0,0
8342,573,556,-0.0686,47,0,0,0,0,0,0
8381,574,556,-0.0641,47,0,0,0,0,0,0
8419,573,557,-0.0654,47,0,0,0,0,0,0
8458,573,556,-0.0686,47,0,0,0,0,0,0
8496,573,555,-0.0719,47,0,0,0,0,0,0
8535,573,556,-0.0686,47,0,0,0,0,0,0
8573,573,556,-0.0686,47,0,0,0,0,0,0
8611,574,555,-0.0673,47,0,0,0,0,0,0
8650,573,555,-0.0719,47,0,0,0,0,0,0
8688,574,556,-0.0641,47,0,0,0,0,0,0
8727,574,555,-0.0673,47,0,0,0,0,0,0
8766,573,556,-0.0686,47,0,0,0,0,0,0
8804,574,555,-0.0673,47,0,0,0,0,0,0
8843,574,554,-0.0705,47,0,0,0,0,0,0
8881,572,554,-0.0797,47,0,0,0,0,0,0
8920,573,555,-0.0719,47,0,0,0,0,0,0
8957,572,554,-0.0797,47,0,0,0,0,0,0
8996,572,555,-0.0764,47,0,0,0,0,0,0
9035,572,555,-0.0764,47,0,0,0,0,0,0
9073,573,555,-0.0719,47,0,0,0,0,0,0
9112,573,556,-0.0686,47,0,0,0,0,0,0
9150,573,554,-0.0751,47,0,0,0,0,0,0
9189,573,555,-0.0719,47,0,0,0,0,0,0
9227,573,555,-0.0719,47,0,0,0,0,0,0
9266,573,554,-0.0751,47,0,0,0,0,0,0
9305,572,555,-0.0764,47,0,0,0,0,0,0
9342,574,555,-0.0673,47,0,0,0,0,0,0
9381,574,555,-0.0673,47,0,0,0,0,0,0
9419,573,555,-0.0719,47,0,0,0,0,0,0
9458,574,556,-0.0641,47,0,0,0,0,0,0
9496,574,556,-0.0641,47,0,0,0,0,0,0
9535,573,556,-0.0686,47,0,0,0,0,0,0
9574,574,556,-0.0641,47,0,0,0,0,0,0
9612,573,556,-0.0686,47,0,0,0,0,0,0
9651,574,555,-0.0673,47,0,0,0,0,0,0
9689,573,555,-0.0719,47,0,0,0,0,0,0
9728,572,556,-0.0731,47,0,0,0,0,0,0
9766,574,556,-0.0641,47,0,0,0,0,0,0
9804,572,555,-0.0764,47,0,0,0,0,0,0
9843,572,555,-0.0764,47,0,0,0,0,0,0
9881,572,555,-0.0764,47,0,0,0,0,0,0
9920,573,555,-0.0719,47,0,0,0,0,0,0
9958,573,554,-0.0751,47,0,0,0,0,0,0
9997,572,556,-0.0731,47,0,0,0,0,0,0
10036,572,555,-0.0764,47,0,0,0,0,0,0
10075,572,555,-0.0764,47,0,0,0,0,0,0
10115,574,555,-0.0673,47,0,0,0,0,0,0
10153,572,555,-0.0764,47,0,0,0,0,0,0
10193,572,554,-0.0797,47,0,0,0,0,0,0
10233,572,555,-0.0764,47,0,0,0,0,0,0
10272,572,555,-0.0764,47,0,0,0,0,0,0
10312,572,555,-0.0764,47,0,0,0,0,0,0
10351,573,554,-0.0751,47,0,0,0,0,0,0
10391,572,553,-0.0829,47,0,0,0,0,0,0
10431,572,555,-0.0764,47,0,0,0,0,0,0
10470,572,554,-0.0797,47,0,0,0,0,0,0
10510,572,554,-0.0797,47,0,0,0,0,0,0
10549,571,554,-0.0843,47,0,0,0,0,0,0
10589,572,553,-0.0829,47,0,0,0,0,0,0
10628,572,553,-0.0829,47,0,0,0,0,0,0
10668,572,554,-0.0797,47,0,0,0,0,0,0
10707,572,554,-0.0797,47,0,0,0,0,0,0
10746,572,554,-0.0797,47,0,0,0,0,0,0
10786,573,555,-0.0719,47,0,0,0,0,0,0
10825,573,556,-0.0686,47,0,0,0,0,0,0
10865,572,554,-0.0797,47,0,0,0,0,0,0
10905,572,553,-0.0829,47,0,0,0,0,0,0
10944,572,555,-0.0764,47,0,0,0,0,0,0
10984,571,555,-0.0810,47,0,0,0,0,0,0
11023,571,555,-0.0810,47,0,0,0,0,0,0
11063,572,555,-0.0764,47,0,0,0,0,0,0
11103,572,556,-0.0731,47,0,0,0,0,0,0
11142,571,556,-0.0776,47,0,0,0,0,0,0
11182,571,555,-0.0810,47,0,0,0,0,0,0
11220,571,554,-0.0843,47,0,0,0,0,0,0
11260,570,554,-0.0889,47,0,0,0,0,0,0
11300,571,555,-0.0810,47,0,0,0,0,0,0
11339,570,554,-0.0889,47,0,0,0,0,0,0
11379,570,554,-0.0889,47,0,0,0,0,0,0
11418,570,553,-0.0922,47,0,0,0,0,0,0
11458,569,553,-0.0968,47,0,0,0,0,0,0
11498,570,552,-0.0955,47,0,0,0,0,0,0
11537,570,552,-0.0955,47,0,0,0,0,0,0
11577,570,552,-0.0955,47,0,0,0,0,0,0
11616,570,551,-0.0987,47,0,0,0,0,0,0
11656,570,552,-0.0955,47,0,0,0,0,0,0
11696,570,551,-0.0987,47,0,0,0,0,0,0
11735,570,551,-0.0987,47,0,0,0,0,0,0
11774,570,551,-0.0987,47,0,0,0,0,0,0
11813,569,551,-0.1035,47,0,0,0,0,0,0
11853,569,550,-0.1067,47,0,0,0,0,0,0
11892,569,550,-0.1067,47,0,0,0,0,0,0
11932,570,551,-0.0987,47,0,0,0,0,0,0
11972,570,551,-0.0987,47,0,0,0,0,0,0
12011,570,551,-0.0987,47,0,0,0,0,0,0
12051,571,551,-0.0939,47,0,0,0,0,0,0
12090,571,552,-0.0907,47,0,0,0,0,0,0
12130,572,552,-0.0860,47,0,0,0,0,0,0
12170,572,553,-0.0829,47,0,0,0,0,0,0
12209,573,552,-0.0813,47,0,0,0,0,0,0
12249,574,553,-0.0736,47,0,0,0,0,0,0
12288,575,554,-0.0659,47,0,0,0,0,0,0
12327,576,554,-0.0613,47,0,0,0,0,0,0
12367,577,556,-0.0507,47,0,0,0,0,0,0
12406,578,557,-0.0431,47,0,0,0,0,0,0
12446,579,558,-0.0357,47,0,0,0,0,0,0
12485,580,557,-0.0343,47,0,0,0,0,0,0
12525,581,558,-0.0269,47,0,0,0,0,0,0
12565,583,559,-0.0153,47,0,0,0,0,0,0
12604,583,559,-0.0153,47,0,0,0,0,0,0
