timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z
9701,579,558,-0.0239,276,0,0,0,0,0,0
9741,580,558,-0.0195,279,0,0,0,0,0,0
9780,578,559,-0.0252,281,0,0,0,0,0,0
9820,578,558,-0.0283,283,0,0,0,0,0,0
9859,578,557,-0.0313,287,0,0,0,0,0,0
9899,577,557,-0.0358,291,0,0,0,0,0,0
9938,576,557,-0.0402,298,0,0,0,0,0,0
9977,576,557,-0.0402,302,0,0,0,0,0,0
10017,576,556,-0.0433,304,0,0,0,0,0,0
10057,576,556,-0.0433,308,0,0,0,0,0,0
10098,576,556,-0.0433,311,0,0,0,0,0,0
10139,575,555,-0.0510,313,0,0,0,0,0,0
10179,575,555,-0.0510,316,0,0,0,0,0,0
10220,575,555,-0.0510,318,0,0,0,0,0,0
10260,575,555,-0.0510,322,0,0,0,0,0,0
10301,575,555,-0.0510,326,0,0,0,0,0,0
10342,575,556,-0.0478,331,0,0,0,0,0,0
10382,575,555,-0.0510,335,0,0,0,0,0,0
10423,574,555,-0.0555,340,0,0,0,0,0,0
10463,574,555,-0.0555,344,0,0,0,0,0,0
10504,575,555,-0.0510,348,0,0,0,0,0,0
10545,575,555,-0.0510,352,0,0,0,0,0,0
10585,574,555,-0.0555,357,0,0,0,0,0,0
10626,574,556,-0.0523,361,0,0,0,0,0,0
10665,575,555,-0.0510,364,0,0,0,0,0,0
10706,574,556,-0.0523,369,0,0,0,0,0,0
10747,574,555,-0.0555,372,0,0,0,0,0,0
10787,574,555,-0.0555,377,0,0,0,0,0,0
10828,575,556,-0.0478,381,0,0,0,0,0,0
10868,575,555,-0.0510,387,0,0,0,0,0,0
10909,574,556,-0.0523,391,0,0,0,0,0,0
10950,575,556,-0.0478,395,0,0,0,0,0,0
10990,575,556,-0.0478,398,0,0,0,0,0,0
11031,575,556,-0.0478,403,0,0,0,0,0,0
11072,576,556,-0.0433,406,0,0,0,0,0,0
11112,575,556,-0.0478,407,0,0,0,0,0,0
11153,575,555,-0.0510,411,0,0,0,0,0,0
11193,575,555,-0.0510,412,0,0,0,0,0,0
11234,575,556,-0.0478,417,0,0,0,0,0,0
11275,575,556,-0.0478,420,0,0,0,0,0,0
11315,575,556,-0.0478,425,0,0,0,0,0,0
11356,574,555,-0.0555,429,0,0,0,0,0,0
11396,575,556,-0.0478,431,0,0,0,0,0,0
11437,576,556,-0.0433,436,0,0,0,0,0,0
11478,575,556,-0.0478,441,0,0,0,0,0,0
11517,575,556,-0.0478,445,0,0,0,0,0,0
11558,575,555,-0.0510,447,0,0,0,0,0,0
11598,575,554,-0.0541,452,0,0,0,0,0,0
11639,575,555,-0.0510,455,0,0,0,0,0,0
11680,576,555,-0.0464,459,0,0,0,0,0,0
11720,574,556,-0.0523,462,0,0,0,0,0,0
11761,576,555,-0.0464,468,0,0,0,0,0,0
11802,575,555,-0.0510,471,0,0,0,0,0,0
11842,575,555,-0.0510,473,0,0,0,0,0,0
11883,575,555,-0.0510,476,0,0,0,0,0,0
11923,576,555,-0.0464,481,0,0,0,0,0,0
11964,575,555,-0.0510,486,0,0,0,0,0,0
12005,575,555,-0.0510,489,0,0,0,0,0,0
12045,575,553,-0.0571,492,0,0,0,0,0,0
12086,575,554,-0.0541,493,0,0,0,0,0,0
12126,575,554,-0.0541,496,0,0,0,0,0,0
12167,576,555,-0.0464,501,0,0,0,0,0,0
12208,576,555,-0.0464,506,0,0,0,0,0,0
12248,576,554,-0.0495,510,0,0,0,0,0,0
12289,576,556,-0.0433,512,0,0,0,0,0,0
12328,576,555,-0.0464,514,0,0,0,0,0,0
12369,576,555,-0.0464,520,0,0,0,0,0,0
12410,576,555,-0.0464,521,0,0,0,0,0,0
12450,577,556,-0.0389,523,0,0,0,0,0,0
12491,577,556,-0.0389,528,0,0,0,0,0,0
12531,577,556,-0.0389,532,0,0,0,0,0,0
12572,577,556,-0.0389,534,0,0,0,0,0,0
12613,577,556,-0.0389,536,0,0,0,0,0,0
12653,578,556,-0.0344,541,0,0,0,0,0,0
12694,577,556,-0.0389,545,0,0,0,0,0,0
12735,577,557,-0.0358,547,0,0,0,0,0,0
12775,578,557,-0.0313,550,0,0,0,0,0,0
12816,578,556,-0.0344,556,0,0,0,0,0,0
12856,578,558,-0.0283,561,0,0,0,0,0,0
12897,577,558,-0.0327,565,0,0,0,0,0,0
12938,577,557,-0.0358,570,0,0,0,0,0,0
12978,576,557,-0.0402,572,0,0,0,0,0,0
13019,577,556,-0.0389,576,0,0,0,0,0,0
13059,576,557,-0.0402,578,0,0,0,0,0,0
13100,576,556,-0.0433,582,0,0,0,0,0,0
13140,576,557,-0.0402,587,0,0,0,0,0,0
13180,576,557,-0.0402,589,0,0,0,0,0,0
13221,577,556,-0.0389,592,0,0,0,0,0,0
13261,577,556,-0.0389,595,0,0,0,0,0,0
13302,577,554,-0.0449,601,0,0,0,0,0,0
13343,576,556,-0.0433,605,0,0,0,0,0,0
13383,577,555,-0.0419,610,0,0,0,0,0,0
13424,577,555,-0.0419,615,0,0,0,0,0,0
13464,579,556,-0.0299,617,0,0,0,0,0,0
13505,579,557,-0.0269,622,0,0,0,0,0,0
13546,579,557,-0.0269,624,0,0,0,0,0,0
13586,580,558,-0.0195,628,0,0,0,0,0,0
13627,580,557,-0.0225,630,0,0,0,0,0,0
13668,581,558,-0.0151,636,0,0,0,0,0,0
13708,582,559,-0.0078,640,0,0,0,0,0,0
13749,582,559,-0.0078,645,0,0,0,0,0,0
13789,583,559,-0.0035,645,0,0,0,0,0,0
