timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value
5315,570,574,-0.0016,-81
5316,571,575,0.0058,-81
5317,571,573,-0.0017,-81
5318,571,573,-0.0017,-81
5320,571,575,0.0058,-81
5321,571,575,0.0058,-81
5323,571,574,0.0020,-81
5325,572,574,0.0056,-81
5327,571,574,0.0020,-81
5329,571,574,0.0020,-81
5331,572,575,0.0093,-82
5334,570,574,-0.0016,-82
5336,570,574,-0.0016,-82
5339,571,575,0.0058,-82
5341,571,574,0.0020,-82
5343,571,575,0.0058,-82
5345,571,574,0.0020,-82
5347,570,574,-0.0016,-82
5349,570,574,-0.0016,-82
5351,571,574,0.0020,-82
5353,572,575,0.0093,-82
5355,571,575,0.0058,-82
5357,571,574,0.0020,-82
5359,570,574,-0.0016,-82
5362,570,575,0.0023,-82
5364,571,574,0.0020,-82
5366,571,574,0.0020,-82
5368,571,575,0.0058,-82
5370,571,574,0.0020,-82
5372,571,574,0.0020,-82
5374,570,574,-0.0016,-82
5377,570,574,-0.0016,-82
5379,570,574,-0.0016,-82
5382,571,575,0.0058,-82
5384,570,574,-0.0016,-82
5386,570,574,-0.0016,-82
5388,571,575,0.0058,-82
5390,570,574,-0.0016,-82
5392,571,574,0.0020,-82
5394,571,574,0.0020,-82
5396,570,575,0.0023,-82
5398,571,575,0.0058,-82
5400,570,574,-0.0016,-82
5403,571,574,0.0020,-82
5405,570,574,-0.0016,-82
5407,571,575,0.0058,-82
5409,570,574,-0.0016,-82
5411,571,574,0.0020,-82
5413,570,574,-0.0016,-82
5415,571,574,0.0020,-82
5417,570,574,-0.0016,-82
5421,571,574,0.0020,-82
5423,571,575,0.0058,-82
5425,570,574,-0.0016,-82
5427,571,574,0.0020,-82
5429,570,574,-0.0016,-82
5431,571,574,0.0020,-82
5433,570,574,-0.0016,-82
5435,571,575,0.0058,-82
5437,571,574,0.0020,-82
5440,571,574,0.0020,-82
5442,570,574,-0.0016,-82
5444,572,574,0.0056,-82
5446,571,574,0.0020,-82
5448,571,574,0.0020,-82
5450,570,574,-0.0016,-82
5452,571,574,0.0020,-82
5454,570,574,-0.0016,-82
5456,570,574,-0.0016,-82
5459,570,574,-0.0016,-82
5462,571,574,0.0020,-82
5464,570,574,-0.0016,-82
5466,572,575,0.0093,-82
5468,571,574,0.0020,-82
5470,570,575,0.0023,-82
5472,571,574,0.0020,-82
5474,570,574,-0.0016,-82
5476,572,575,0.0093,-82
5478,570,574,-0.0016,-82
5481,570,574,-0.0016,-82
5483,570,574,-0.0016,-82
5485,572,574,0.0056,-82
5487,570,574,-0.0016,-82
5489,571,574,0.0020,-82
5491,571,574,0.0020,-82
5493,570,574,-0.0016,-82
5495,570,575,0.0023,-82
5498,570,573,-0.0054,-82
5500,571,575,0.0058,-82
5502,571,575,0.0058,-82
5505,572,574,0.0056,-82
5507,570,575,0.0023,-82
5509,572,574,0.0056,-82
5511,571,575,0.0058,-82
5513,571,574,0.0020,-82
5515,572,575,0.0093,-82
5517,570,575,0.0023,-82
5519,570,575,0.0023,-82
5521,571,574,0.0020,-82
5524,569,574,-0.0051,-82
5526,570,574,-0.0016,-82
5528,570,574,-0.0016,-82
5530,571,574,0.0020,-82
5532,570,575,0.0023,-82
5534,570,574,-0.0016,-82
5536,570,574,-0.0016,-82
5538,570,574,-0.0016,-82
5541,571,574,0.0020,-82
5543,570,573,-0.0054,-82
5545,570,574,-0.0016,-82
5548,571,574,0.0020,-82
5550,570,574,-0.0016,-82
5552,571,574,0.0020,-82
5554,571,574,0.0020,-82
5556,570,574,-0.0016,-82
5559,570,575,0.0023,-82
5561,570,574,-0.0016,-82
5563,571,575,0.0058,-82
5565,570,574,-0.0016,-83
5567,571,574,0.0020,-83
5569,571,574,0.0020,-83
5571,570,574,-0.0016,-83
5573,572,574,0.0056,-83
5575,571,574,0.0020,-83
5577,571,574,0.0020,-83
5580,571,575,0.0058,-83
5582,570,575,0.0023,-83
5584,571,575,0.0058,-83
5586,570,574,-0.0016,-83
5588,572,574,0.0056,-83
5591,570,574,-0.0016,-84
5593,571,575,0.0058,-84
5595,570,575,0.0023,-84
5597,572,575,0.0093,-84
5599,571,575,0.0058,-84
5601,571,574,0.0020,-84
5604,572,574,0.0056,-84
5606,571,575,0.0058,-84
5608,571,574,0.0020,-84
5610,572,574,0.0056,-84
5612,570,575,0.0023,-84
5614,571,574,0.0020,-84
5616,570,574,-0.0016,-84
5618,572,574,0.0056,-84
5620,570,574,-0.0016,-84
5622,571,574,0.0020,-84
5624,570,574,-0.0016,-84
5627,571,574,0.0020,-84
5629,570,574,-0.0016,-84
5632,571,574,0.0020,-84
5634,570,574,-0.0016,-84
5636,571,574,0.0020,-84
5638,571,574,0.0020,-84
5640,570,574,-0.0016,-84
5642,572,574,0.0056,-84
5644,570,574,-0.0016,-84
5647,571,575,0.0058,-85
5649,571,574,0.0020,-85
5651,571,574,0.0020,-85
5653,570,574,-0.0016,-85
5655,572,574,0.0056,-85
5657,570,574,-0.0016,-85
5659,571,574,0.0020,-86
5661,570,574,-0.0016,-86
5663,571,574,0.0020,-86
5666,571,574,0.0020,-86
5668,571,574,0.0020,-86
5670,570,574,-0.0016,-86
5672,571,574,0.0020,-86
5675,570,574,-0.0016,-86
5677,570,574,-0.0016,-86
5679,570,575,0.0023,-86
5681,571,574,0.0020,-86
5683,570,575,0.0023,-86
5685,571,574,0.0020,-87
5688,570,573,-0.0054,-87
5690,570,574,-0.0016,-87
5692,570,574,-0.0016,-88
5694,572,574,0.0056,-88
5696,570,574,-0.0016,-88
5698,570,574,-0.0016,-88
5700,571,574,0.0020,-88
5703,570,574,-0.0016,-88
5705,571,574,0.0020,-88
5707,571,574,0.0020,-88
5709,570,574,-0.0016,-88
5711,570,575,0.0023,-89
5713,570,574,-0.0016,-89
5715,571,574,0.0020,-89
5718,571,575,0.0058,-90
5720,571,574,0.0020,-90
5722,570,575,0.0023,-90
5725,571,575,0.0058,-90
5727,570,574,-0.0016,-90
5729,572,574,0.0056,-90
5731,570,574,-0.0016,-90
5733,571,574,0.0020,-91
5735,570,574,-0.0016,-91
5737,571,574,0.0020,-92
5739,571,574,0.0020,-92
5741,571,574,0.0020,-92
5743,570,574,-0.0016,-92
5746,572,575,0.0093,-92
5748,570,574,-0.0016,-92
5750,571,574,0.0020,-92
5752,571,574,0.0020,-93
5754,572,574,0.0056,-93
5756,570,574,-0.0016,-93
5758,572,574,0.0056,-94
5761,570,574,-0.0016,-94
5763,571,574,0.0020,-94
5766,570,574,-0.0016,-94
5768,571,574,0.0020,-94
5770,570,574,-0.0016,-94
5772,571,574,0.0020,-94
5774,572,574,0.0056,-95
5776,571,575,0.0058,-95
5778,571,574,0.0020,-95
5780,572,574,0.0056,-96
5782,570,575,0.0023,-96
5784,571,574,0.0020,-96
5786,572,575,0.0093,-96
5789,570,574,-0.0016,-96
5791,570,574,-0.0016,-96
5793,571,575,0.0058,-96
5795,570,575,0.0023,-96
5797,571,575,0.0058,-97
5799,572,575,0.0093,-97
5801,570,575,0.0023,-97
5804,572,575,0.0093,-98
5806,570,574,-0.0016,-98
5808,572,574,0.0056,-98
5811,570,574,-0.0016,-98
5813,570,574,-0.0016,-98
5815,570,574,-0.0016,-98
5817,571,574,0.0020,-98
5819,570,575,0.0023,-99
5821,570,574,-0.0016,-99
5823,572,575,0.0093,-100
5825,571,575,0.0058,-100
5828,572,574,0.0056,-100
5830,570,574,-0.0016,-100
5832,571,575,0.0058,-100
5834,572,575,0.0093,-100
5836,572,575,0.0093,-101
5838,571,575,0.0058,-101
5841,571,575,0.0058,-102
5843,570,575,0.0023,-102
5846,572,575,0.0093,-102
5848,570,575,0.0023,-102
5850,570,575,0.0023,-103
5852,571,575,0.0058,-103
5855,573,575,0.0129,-104
5857,571,576,0.0096,-104
5859,573,575,0.0129,-104
5861,571,574,0.0020,-104
5863,572,575,0.0093,-105
5865,571,575,0.0058,-106
5868,571,575,0.0058,-106
5870,570,574,-0.0016,-106
5872,572,575,0.0093,-107
5874,571,575,0.0058,-107
5876,572,575,0.0093,-108
5878,570,574,-0.0016,-108
5881,571,575,0.0058,-108
5883,571,575,0.0058,-109
5885,571,574,0.0020,-110
5888,572,575,0.0093,-110
5890,570,575,0.0023,-110
5892,570,575,0.0023,-111
5895,571,575,0.0058,-112
5897,572,575,0.0093,-112
5899,571,575,0.0058,-112
5901,571,575,0.0058,-113
5903,571,575,0.0058,-114
5905,572,575,0.0093,-114
5908,571,574,0.0020,-115
5910,572,575,0.0093,-116
5912,571,574,0.0020,-116
5914,572,575,0.0093,-116
5916,571,575,0.0058,-117
5918,571,574,0.0020,-118
5920,570,574,-0.0016,-118
5923,572,574,0.0056,-119
5925,571,574,0.0020,-120
5927,571,575,0.0058,-120
5929,570,575,0.0023,-120
5932,571,574,0.0020,-122
5935,571,575,0.0058,-122
5937,571,575,0.0058,-122
5939,570,574,-0.0016,-123
5941,571,575,0.0058,-124
5943,571,574,0.0020,-124
5945,570,574,-0.0016,-125
5948,572,574,0.0056,-126
5950,570,574,-0.0016,-126
5952,571,573,-0.0017,-127
5954,571,574,0.0020,-128
5956,571,574,0.0020,-128
5959,571,574,0.0020,-128
5961,570,574,-0.0016,-130
5963,571,574,0.0020,-130
5965,571,574,0.0020,-130
5967,570,574,-0.0016,-131
5970,572,574,0.0056,-132
5972,570,574,-0.0016,-132
5975,571,573,-0.0017,-133
5977,570,574,-0.0016,-134
5979,570,574,-0.0016,-134
5982,570,574,-0.0016,-135
5984,570,574,-0.0016,-136
5986,571,575,0.0058,-136
5988,571,574,0.0020,-136
5990,570,575,0.0023,-137
5993,572,574,0.0056,-138
5995,571,575,0.0058,-138
5997,570,574,-0.0016,-139
5999,571,574,0.0020,-140
6001,571,575,0.0058,-140
6004,570,574,-0.0016,-141
6006,572,574,0.0056,-142
6008,570,575,0.0023,-142
6010,571,575,0.0058,-143
6012,570,573,-0.0054,-144
6014,571,574,0.0020,-144
6018,570,574,-0.0016,-144
6020,571,574,0.0020,-146
6022,570,574,-0.0016,-146
6024,571,574,0.0020,-146
6026,570,574,-0.0016,-148
6029,571,574,0.0020,-148
6031,570,574,-0.0016,-148
6033,571,574,0.0020,-150
6035,570,573,-0.0054,-150
6037,570,574,-0.0016,-151
6040,570,573,-0.0054,-152
6042,570,574,-0.0016,-152
6044,570,574,-0.0016,-153
6046,570,574,-0.0016,-154
6049,570,574,-0.0016,-155
6051,572,574,0.0056,-156
6053,571,573,-0.0017,-156
6055,571,574,0.0020,-157
6057,571,574,0.0020,-158
6061,569,574,-0.0051,-159
6063,572,574,0.0056,-160
6065,570,574,-0.0016,-160
6067,571,574,0.0020,-162
6069,570,574,-0.0016,-162
6072,570,573,-0.0054,-163
6074,570,573,-0.0054,-164
6076,570,574,-0.0016,-165
6078,570,573,-0.0054,-166
6081,569,573,-0.0090,-167
6083,571,574,0.0020,-168
6085,570,573,-0.0054,-169
6087,570,573,-0.0054,-170
6090,569,573,-0.0090,-172
6092,570,573,-0.0054,-172
