Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
5035789,2388,2915,2180,2661,3204,-26,86,-938,79,3,-336,-20,-3,1,1,8,-6,410,-37987,0
5035801,2396,2925,2187,2670,3205,-26,86,-938,79,3,-336,-19,2,-12,-2,11,-10,410,-37987,0
5035820,2396,2925,2183,2665,3205,-26,86,-938,79,3,-336,-19,2,-12,-2,11,-10,410,-37987,0
5035832,2399,2929,2180,2661,3205,-27,86,-938,79,2,-336,-20,3,1,-5,16,0,410,-37987,0
5035850,2384,2910,2178,2659,3205,-27,86,-938,79,2,-336,-20,3,1,-5,16,0,410,-37987,0
5035861,2396,2925,2183,2665,3205,-28,86,-938,79,2,-336,-19,5,-2,-2,8,1,410,-37987,0
5035879,2390,2918,2183,2665,3205,-28,86,-938,79,2,-336,-19,5,-2,-2,8,1,410,-37987,0
5035891,2391,2919,2182,2664,3205,-28,86,-938,79,1,-336,-19,5,-11,0,15,-1,410,-37987,0
5035910,2394,2923,2180,2661,3205,-28,86,-938,79,1,-336,-19,5,-11,0,15,-1,410,-37987,0
5035921,2398,2927,2183,2665,3205,-29,86,-938,79,0,-336,-18,2,-7,-1,21,5,410,-37987,0
5035939,2392,2920,2182,2664,3205,-29,86,-938,79,0,-336,-18,2,-7,-1,21,5,410,-37987,0
5035951,2393,2921,2188,2671,3205,-30,86,-938,80,0,-336,-17,1,-8,-1,20,10,410,-37987,0
5035970,2391,2919,2184,2666,3205,-30,86,-938,80,0,-336,-17,1,-8,-1,20,10,410,-37987,0
5035981,2384,2910,2180,2661,3204,-31,86,-938,80,0,-336,-14,-3,-12,-5,21,10,410,-37987,0
5035999,2398,2927,2180,2661,3204,-31,86,-938,80,0,-336,-14,-3,-12,-5,21,10,410,-37987,0
5036011,2395,2924,2191,2675,3204,-31,86,-937,80,-1,-337,-13,-3,-3,-6,26,10,410,-37987,0
5036030,2391,2919,2184,2666,3204,-31,86,-937,80,-1,-337,-13,-3,-3,-6,26,10,410,-37987,0
5036042,2391,2919,2181,2663,3204,-33,86,-937,81,-1,-337,-11,0,-10,-8,30,8,410,-37987,0
5036060,2397,2926,2176,2656,3204,-33,86,-937,81,-1,-337,-11,0,-10,-8,30,8,410,-37987,0
5036072,2389,2916,2180,2661,3203,-33,86,-937,81,-2,-337,-9,-2,-3,-12,30,9,410,-37987,0
5036090,2387,2914,2189,2672,3203,-33,86,-937,81,-2,-337,-9,-2,-3,-12,30,9,410,-37987,0
5036102,2388,2915,2178,2659,3203,-35,87,-937,82,-3,-337,-8,1,3,-13,30,13,410,-37987,0
5036120,2391,2919,2178,2659,3203,-35,87,-937,82,-3,-337,-8,1,3,-13,30,13,410,-37987,0
5036132,2391,2919,2175,2655,3203,-35,87,-937,82,-3,-337,-7,7,3,-9,25,6,410,-37987,0
5036150,2392,2920,2176,2656,3203,-35,87,-937,82,-3,-337,-7,7,3,-9,25,6,410,-37987,0
5036162,2395,2924,2183,2665,3203,-116,87,-937,83,-4,-337,-4,12,-6,-1,23,0,410,-37987,0
5036180,2392,2920,2180,2661,3203,-116,87,-937,83,-4,-337,-4,12,-6,-1,23,0,410,-37987,0
5036192,2393,2921,2174,2654,3203,-37,87,-937,83,-5,-337,-2,8,-10,2,28,8,410,-37987,0
5036210,2384,2910,2176,2656,3203,-37,87,-937,83,-5,-337,-2,8,-10,2,28,8,410,-37987,0
5036222,2399,2929,2179,2660,3203,-38,87,-937,83,-5,-338,-1,2,-7,3,19,13,410,-37987,0
5036240,2399,2929,2176,2656,3203,-38,87,-937,83,-5,-338,-1,2,-7,3,19,13,410,-37987,0
5036252,2388,2915,2172,2652,3203,-38,87,-937,83,-6,-338,-3,1,-6,2,16,7,410,-37987,0
5036270,2400,2930,2176,2656,3203,-38,87,-937,83,-6,-338,-3,1,-6,2,16,7,410,-37987,0
5036282,2390,2918,2176,2656,3202,-39,87,-937,83,-6,-338,-2,-6,-5,1,13,0,410,-37987,0
5036299,2392,2920,2175,2655,3202,-39,87,-937,83,-6,-338,-2,-6,-5,1,13,0,410,-37987,0
5036311,2384,2910,2172,2652,3203,-39,87,-937,83,-6,-338,-2,0,-4,-5,3,2,410,-37987,0
5036330,2385,2912,2175,2655,3203,-39,87,-937,83,-6,-338,-2,0,-4,-5,3,2,410,-37987,0
5036341,2386,2913,2175,2655,3203,-39,88,-937,84,-6,-338,-3,5,-6,-7,0,6,410,-37987,0
5036360,2388,2915,2172,2652,3203,-39,88,-937,84,-6,-338,-3,5,-6,-7,0,6,410,-37987,0
5036372,2390,2918,2173,2653,3202,-39,88,-937,84,-6,-338,-8,5,5,-3,3,4,410,-37987,0
5036390,2402,2932,2162,2639,3202,-39,88,-937,84,-6,-338,-8,5,5,-3,3,4,410,-37987,0
5036402,2388,2915,2174,2654,3202,-39,88,-937,84,-6,-338,-6,4,4,1,0,0,410,-37987,0
5036420,2380,2905,2170,2649,3202,-39,88,-937,84,-6,-338,-6,4,4,1,0,0,410,-37987,0
5036431,2391,2919,2173,2653,3202,-39,88,-937,84,-6,-338,-4,2,-3,3,0,3,410,-37987,0
5036450,2403,2934,2168,2647,3202,-39,88,-937,84,-6,-338,-4,2,-3,3,0,3,410,-37987,0
5036462,2392,2920,2172,2652,3202,-39,88,-937,84,-6,-338,-5,0,-3,1,5,7,410,-37987,0
5036480,2393,2921,2175,2655,3202,-39,88,-937,84,-6,-338,-5,0,-3,1,5,7,410,-37987,0
5036492,2388,2915,2187,2670,3202,-39,88,-937,84,-6,-338,-5,0,-6,0,2,3,410,-37987,0
5036510,2391,2919,2175,2655,3202,-39,88,-937,84,-6,-338,-5,0,-6,0,2,3,410,-37987,0
5036522,2394,2923,2173,2653,3202,-39,88,-937,84,-6,-338,-4,0,-7,1,3,0,410,-37987,0
