Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
4640560,2379,2904,2223,2714,3369,30,85,-976,67,41,-199,-1,9,14,0,10,10,420,-37305,0
4640572,2377,2902,2210,2698,3368,30,85,-976,67,41,-199,0,3,10,4,-2,7,420,-37305,0
4640591,2374,2898,2211,2699,3368,30,85,-976,67,41,-199,0,3,10,4,-2,7,420,-37305,0
4640603,2382,2908,2211,2699,3368,30,5,-976,67,41,-199,3,0,-15,5,-9,4,420,-37305,0
4640621,2379,2904,2217,2706,3368,30,5,-976,67,41,-199,3,0,-15,5,-9,4,420,-37305,0
4640632,2379,2904,2214,2703,3368,30,85,-976,67,41,-199,0,-5,-4,3,-3,0,420,-37305,0
4640651,2376,2901,2217,2706,3368,30,85,-976,67,41,-199,0,-5,-4,3,-3,0,420,-37305,0
4640663,2375,2899,2214,2703,3368,30,85,-976,67,41,-199,-1,-1,-12,-3,-2,3,420,-37305,0
4640681,2375,2899,2223,2714,3368,30,85,-976,67,41,-199,-1,-1,-12,-3,-2,3,420,-37305,0
4640694,2372,2896,2216,2705,3368,30,85,-976,67,41,-199,1,0,-22,-3,-7,-3,420,-37305,0
4640712,2375,2899,2215,2704,3368,30,85,-976,67,41,-199,1,0,-22,-3,-7,-3,420,-37305,0
4640724,2374,2898,2219,2709,3368,30,85,-976,67,41,-199,-2,2,3,-3,-6,-8,420,-37305,0
4640742,2375,2899,2217,2706,3368,30,85,-976,67,41,-199,-2,2,3,-3,-6,-8,420,-37305,0
4640754,2364,2886,2212,2700,3369,30,5,-976,67,41,-199,-7,5,5,-4,-9,-9,420,-37305,0
4640772,2374,2898,2216,2705,3369,30,5,-976,67,41,-199,-7,5,5,-4,-9,-9,420,-37305,0
4640784,2374,2898,2216,2705,3369,31,85,-976,67,41,-198,-8,5,6,0,-5,-6,420,-37305,0
4640803,2378,2903,2218,2708,3369,31,85,-976,67,41,-198,-8,5,6,0,-5,-6,420,-37305,0
4640814,2377,2902,2217,2706,3369,31,85,-976,67,42,-198,-9,0,17,1,-10,-7,420,-37305,0
4640833,2371,2894,2219,2709,3369,31,85,-976,67,42,-198,-9,0,17,1,-10,-7,420,-37305,0
4640844,2374,2898,2216,2705,3370,31,85,-976,67,42,-198,-7,3,-7,3,-15,-7,420,-37305,0
4640863,2376,2901,2215,2704,3370,31,85,-976,67,42,-198,-7,3,-7,3,-15,-7,420,-37305,0
4640875,2376,2901,2216,2705,3370,32,85,-976,67,43,-198,-12,1,-5,4,-31,0,420,-37305,0
4641314,2384,2910,2218,2708,3369,41,85,-976,65,50,-198,-4,3,-18,-5,-23,6,420,-37305,0
4641327,2372,2896,2216,2705,3369,41,85,-976,65,51,-198,-4,-1,-7,-3,-26,1,420,-37305,0
4641345,2367,2890,2220,2710,3369,41,85,-976,65,51,-198,-4,-1,-7,-3,-26,1,420,-37305,0
4641357,2375,2899,2216,2705,3369,42,85,-976,65,51,-198,-8,-2,-3,-1,-25,-10,420,-37305,0
4641375,2379,2904,2221,2711,3369,42,85,-976,65,51,-198,-8,-2,-3,-1,-25,-10,420,-37305,0
4641387,2379,2904,2225,2716,3370,43,85,-976,65,52,-198,-10,-1,4,-5,-14,-8,420,-37305,0
4641405,2367,2890,2221,2711,3370,43,85,-976,65,52,-198,-10,-1,4,-5,-14,-8,420,-37305,0
4641417,2368,2891,2225,2716,3370,43,85,-976,65,52,-198,-11,3,8,-6,-18,-1,420,-37305,0
4641436,2367,2890,2231,2724,3370,43,85,-976,65,52,-198,-11,3,8,-6,-18,-1,420,-37305,0
4641447,2369,2892,2222,2713,3370,44,85,-976,65,53,-198,-7,5,8,-5,-23,-4,420,-37305,0
4641465,2365,2887,2223,2714,3370,44,85,-976,65,53,-198,-7,5,8,-5,-23,-4,420,-37305,0
4641477,2368,2891,2217,2706,3370,45,85,-976,65,53,-198,-6,10,16,3,-25,-6,420,-37305,0
4641495,2371,2894,2218,2708,3370,45,85,-976,65,53,-198,-6,10,16,3,-25,-6,420,-37305,0
4641507,2364,2886,2222,2713,3370,45,85,-976,65,54,-198,-5,4,-5,5,-23,2,420,-37305,0
4641525,2369,2892,2230,2722,3370,45,85,-976,65,54,-198,-5,4,-5,5,-23,2,420,-37305,0
4641537,2369,2892,2219,2709,3369,46,85,-976,65,54,-198,0,0,-6,1,-22,11,420,-37305,0
4641555,2360,2881,2220,2710,3369,46,85,-976,65,54,-198,0,0,-6,1,-22,11,420,-37305,0
4641566,2369,2892,2223,2714,3369,46,85,-976,65,55,-199,-6,-1,-1,2,-16,0,420,-37305,0
4641585,2362,2884,2214,2703,3369,46,85,-976,65,55,-199,-6,-1,-1,2,-16,0,420,-37305,0
4641596,2366,2888,2223,2714,3369,46,85,-976,65,55,-198,-4,1,-9,3,-17,-8,420,-37305,0
4641614,2365,2887,2223,2714,3369,46,85,-976,65,55,-198,-4,1,-9,3,-17,-8,420,-37305,0
4641626,2366,2888,2222,2713,3369,47,85,-976,64,56,-198,-4,1,-9,0,-18,-2,420,-37305,0
4641645,2369,2892,2222,2713,3369,47,85,-976,64,56,-198,-4,1,-9,0,-18,-2,420,-37305,0
4641657,2377,2902,2220,2710,3369,48,85,-976,64,56,-198,-1,1,-20,-1,-24,3,420,-37305,0
4641675,2372,2896,2227,2719,3369,48,85,-976,64,56,-198,-1,1,-20,-1,-24,3,420,-37305,0
4641687,2368,2891,2226,2717,3369,48,85,-976,64,57,-198,-5,2,-5,0,-31,-6,420,-37305,0
4641705,2369,2892,2224,2715,3369,48,85,-976,64,57,-198,-5,2,-5,0,-31,-6,420,-37305,0
4641716,2369,2892,2234,2727,3369,50,85,-976,64,58,-198,-2,3,0,0,-35,-10,420,-37305,0
4641735,2367,2890,2224,2715,3369,50,85,-976,64,58,-198,-2,3,0,0,-35,-10,420,-37305,0
4641747,2365,2887,2219,2709,3369,51,85,-976,64,58,-198,-2,3,-4,-1,-32,-1,420,-37305,0
4641764,2366,2888,2222,2713,3369,51,85,-976,64,58,-198,-2,3,-4,-1,-32,-1,420,-37305,0
4641776,2360,2881,2228,2720,3369,51,85,-976,64,60,-198,0,1,-10,-3,-35,3,420,-37305,0
4641795,2379,2904,2224,2715,3369,51,85,-976,64,60,-198,0,1,-10,-3,-35,3,420,-37305,0
4641807,2366,2888,2222,2713,3369,53,85,-976,63,60,-198,-8,1,-3,0,-33,-6,420,-37305,0
4641825,2364,2886,2225,2716,3369,53,85,-976,63,60,-198,-8,1,-3,0,-33,-6,420,-37305,0
4641837,2367,2890,2227,2719,3369,53,85,-976,63,61,-198,-13,1,8,1,-34,-11,420,-37305,0
4641855,2373,2897,2220,2710,3369,53,85,-976,63,61,-198,-13,1,8,1,-34,-11,420,-37305,0
4641867,2364,2886,2224,2715,3370,55,85,-976,63,62,-198,-14,4,12,0,-38,-3,420,-37305,0
4641885,2367,2890,2226,2717,3370,55,85,-976,63,62,-198,-14,4,12,0,-38,-3,420,-37305,0
4641897,2367,2890,2222,2713,3370,55,85,-976,63,63,-198,-10,3,0,1,-30,-1,420,-37305,0
4641915,2367,2890,2227,2719,3370,55,85,-976,63,63,-198,-10,3,0,1,-30,-1,420,-37305,0
4641927,2364,2886,2231,2724,3369,56,85,-975,63,63,-198,-9,2,0,3,-21,-2,420,-37305,0
4641945,2364,2886,2230,2722,3369,56,85,-975,63,63,-198,-9,2,0,3,-21,-2,420,-37305,0
4641957,2363,2885,2229,2721,3369,56,85,-975,63,64,-198,-7,2,-8,5,-20,-5,420,-37305,0
4641976,2367,2890,2239,2733,3369,56,85,-975,63,64,-198,-7,2,-8,5,-20,-5,420,-37305,0
4641987,2367,2890,2231,2724,3369,57,85,-975,63,64,-198,-7,3,-3,2,-21,0,420,-37305,0
4642005,2371,2894,2225,2716,3369,57,85,-975,63,64,-198,-7,3,-3,2,-21,0,420,-37305,0
4642017,2365,2887,2229,2721,3369,58,85,-975,62,65,-198,-8,2,-16,1,-23,1,420,-37305,0
4642036,2362,2884,2230,2722,3369,58,85,-975,62,65,-198,-8,2,-16,1,-23,1,420,-37305,0
4642047,2376,2901,2230,2722,3369,58,85,-975,62,65,-198,-11,4,-8,1,-18,0,420,-37305,0
4642065,2375,2899,2230,2722,3369,58,85,-975,62,65,-198,-11,4,-8,1,-18,0,420,-37305,0
4642077,2367,2890,2234,2727,3369,59,85,-975,62,66,-198,-12,2,-3,3,-22,-1,420,-37305,0
4642096,2367,2890,2228,2720,3369,59,85,-975,62,66,-198,-12,2,-3,3,-22,-1,420,-37305,0
4642108,2364,2886,2232,2725,3369,60,85,-975,62,66,-198,-13,3,-8,2,-15,2,420,-37305,0
4642127,2367,2890,2233,2726,3369,60,85,-975,62,66,-198,-13,3,-8,2,-15,2,420,-37305,0
4642138,2366,2888,2232,2725,3369,60,85,-975,62,67,-198,-9,0,-11,0,-11,3,420,-37305,0
4642157,2368,2891,2230,2722,3369,60,85,-975,62,67,-198,-9,0,-11,0,-11,3,420,-37305,0
4642169,2376,2901,2242,2737,3369,60,85,-975,62,67,-198,-13,-1,3,-1,-9,0,420,-37305,0
4642187,2367,2890,2235,2728,3369,60,85,-975,62,67,-198,-13,-1,3,-1,-9,0,420,-37305,0
4642199,2379,2904,2233,2726,3369,60,85,-975,62,67,-198,-10,3,-4,0,-8,-1,420,-37305,0
4642217,2391,2919,2240,2735,3369,60,85,-975,62,67,-198,-10,3,-4,0,-8,-1,420,-37305,0
4642229,2358,2879,2229,2721,3369,60,85,-975,62,67,-198,-11,2,-17,0,0,2,420,-37305,0
4642247,2367,2890,2229,2721,3369,60,85,-975,62,67,-198,-11,2,-17,0,0,2,420,-37305,0
4642259,2378,2903,2232,2725,3369,60,85,-975,62,67,-198,-11,2,-15,-1,3,1,420,-37305,0
4642278,2371,2894,2232,2725,3369,60,85,-975,62,67,-198,-11,2,-15,-1,3,1,420,-37305,0
4642290,2368,2891,2239,2733,3369,60,85,-975,62,67,-198,-9,0,-12,0,6,-1,420,-37305,0
4642308,2371,2894,2230,2722,3369,60,85,-975,62,67,-198,-9,0,-12,0,6,-1,420,-37305,0
4642320,2363,2885,2230,2722,3369,60,85,-975,62,67,-198,-9,-1,0,-2,8,1,420,-37305,0
4642338,2367,2890,2231,2724,3369,60,85,-975,62,67,-198,-9,-1,0,-2,8,1,420,-37305,0
4642349,2367,2890,2225,2716,3369,60,85,-975,62,67,-198,-10,0,3,-4,5,1,420,-37305,0
4642368,2363,2885,2231,2724,3369,60,85,-975,62,67,-198,-10,0,3,-4,5,1,420,-37305,0
4642379,2371,2894,2227,2719,3369,60,85,-975,62,67,-198,-9,4,4,-5,0,-3,420,-37305,0
4642397,2360,2881,2228,2720,3369,60,85,-975,62,67,-198,-9,4,4,-5,0,-3,420,-37305,0
4642409,2363,2885,2230,2722,3369,60,85,-975,62,67,-198,-5,6,3,0,5,-2,420,-37305,0
4642428,2362,2884,2229,2721,3369,60,85,-975,62,67,-198,-5,6,3,0,5,-2,420,-37305,0
4642439,2363,2885,2229,2721,3369,60,85,-975,62,66,-198,-12,6,20,0,0,5,420,-37305,0
4642458,2366,2888,2225,2716,3369,60,85,-975,62,66,-198,-12,6,20,0,0,5,420,-37305,0
4642469,2368,2891,2225,2716,3369,60,85,-975,62,66,-198,-10,2,11,3,-4,8,420,-37305,0
4642488,2366,2888,2231,2724,3369,60,85,-975,62,66,-198,-10,2,11,3,-4,8,420,-37305,0
4642500,2366,2888,2232,2725,3369,60,85,-975,62,67,-199,-8,4,3,5,-6,7,420,-37305,0
4642518,2362,2884,2226,2717,3369,60,85,-975,62,67,-199,-8,4,3,5,-6,7,420,-37305,0
4642530,2364,2886,2229,2721,3368,60,85,-975,62,67,-199,-9,6,-20,1,-11,9,420,-37305,0
4642548,2368,2891,2228,2720,3368,60,85,-975,62,67,-199,-9,6,-20,1,-11,9,420,-37305,0
4642560,2365,2887,2232,2725,3368,60,85,-975,62,67,-199,-27,5,34,7,0,3,420,-37305,0
4642578,2379,2904,2228,2720,3368,60,85,-975,62,67,-199,-27,5,34,7,0,3,420,-37305,0
4642590,2370,2893,2233,2726,3368,60,85,-975,62,67,-199,-17,10,-12,15,19,3,420,-37305,0
4642608,2367,2890,2234,2727,3368,60,85,-975,62,67,-199,-17,10,-12,15,19,3,420,-37305,0
4642620,2364,2886,2235,2728,3368,59,85,-975,61,65,-199,-8,6,-36,17,31,7,420,-37305,0
4642639,2372,2896,2236,2730,3368,59,85,-975,61,65,-199,-8,6,-36,17,31,7,420,-37305,0
4642650,2375,2899,2233,2726,3368,58,84,-975,61,64,-199,-6,-2,-27,13,35,11,420,-37305,0
4642669,2371,2894,2235,2728,3368,58,84,-975,61,64,-199,-6,-2,-27,13,35,11,420,-37305,0
