Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
4581852,2401,2931,2193,2677,3395,-20,87,-981,78,-4,-176,0,12,18,-3,-6,2,420,-35728,0
4581863,2398,2927,2200,2686,3395,-20,87,-981,78,-3,-177,-2,7,5,3,-10,4,420,-35728,0
4581883,2394,2923,2205,2692,3395,-20,87,-981,78,-3,-177,-5,1,-4,1,-12,3,420,-35728,0
4581900,2393,2921,2198,2683,3395,-20,87,-981,78,-3,-177,-5,1,-4,1,-12,3,420,-35728,0
4581912,2403,2934,2207,2694,3395,-19,87,-981,78,-3,-177,-3,0,-11,2,-1,1,420,-35728,0
4581931,2404,2935,2200,2686,3395,-19,87,-981,78,-3,-177,-3,0,-11,2,-1,1,420,-35728,0
4581943,2396,2925,2200,2686,3395,-19,87,-981,78,-3,-177,1,0,-9,1,5,-1,420,-35728,0
4581962,2399,2929,2211,2699,3395,-19,87,-981,78,-3,-177,1,0,-9,1,5,-1,420,-35728,0
4581974,2401,2931,2192,2676,3395,-19,87,-981,78,-3,-176,5,-1,-23,0,-1,-6,420,-35728,0
4581994,2405,2936,2202,2688,3395,-19,87,-981,78,-3,-176,8,0,-21,0,-3,-5,420,-35728,0
4582014,2398,2927,2202,2688,3395,-19,87,-981,78,-3,-176,2,1,-12,-4,-9,-5,420,-35728,0
4582033,2396,2925,2205,2692,3395,-19,87,-981,78,-3,-176,2,1,-12,-4,-9,-5,420,-35728,0
4582045,2400,2930,2202,2688,3395,-18,87,-981,78,-2,-176,0,5,-1,-7,-15,-5,420,-35728,0
4582063,2399,2929,2200,2686,3395,-18,87,-981,78,-2,-176,0,5,-1,-7,-15,-5,420,-35728,0
4582074,2396,2925,2203,2689,3395,-18,87,-981,78,-2,-176,-8,7,2,-4,-11,-6,420,-35728,0
4582095,2394,2923,2198,2683,3395,-18,87,-981,78,-2,-176,-12,1,10,-2,-16,-3,420,-35728,0
4582112,2409,2941,2194,2678,3395,-18,87,-981,78,-2,-176,-12,1,10,-2,-16,-3,420,-35728,0
4582124,2388,2915,2207,2694,3395,-18,87,-981,78,-2,-176,-14,0,12,-3,-15,-3,420,-35728,0
4582145,2386,2913,2200,2686,3395,-17,87,-981,78,-1,-176,-13,1,8,-2,-12,-5,420,-35728,0
4582165,2390,2918,2201,2687,3395,-17,87,-981,78,-1,-176,-15,4,8,0,-6,-8,420,-35728,0
4582185,2393,2921,2209,2697,3395,-17,88,-981,78,-1,-176,-15,7,5,1,-5,-6,420,-35728,0
4582202,2396,2925,2201,2687,3395,-17,88,-981,78,-1,-176,-15,7,5,1,-5,-6,420,-35728,0
4582214,2392,2920,2202,2688,3395,-17,88,-981,78,-1,-176,-11,7,-16,3,-3,0,420,-35728,0
4582234,2396,2925,2202,2688,3395,-17,88,-981,78,-1,-176,-10,3,-19,4,2,5,420,-35728,0
4582251,2397,2926,2199,2684,3395,-17,88,-981,78,-1,-176,-10,3,-19,4,2,5,420,-35728,0
4582263,2390,2918,2215,2704,3395,-17,88,-981,78,-1,-176,-10,-1,-15,2,8,5,420,-35728,0
4582282,2405,2936,2211,2699,3395,-17,88,-981,78,-1,-176,-10,-1,-15,2,8,5,420,-35728,0
4582293,2389,2916,2203,2689,3395,-17,88,-981,78,-2,-176,-6,-2,-16,1,11,1,420,-35728,0
4582312,2387,2914,2203,2689,3395,-17,88,-981,78,-2,-176,-6,-2,-16,1,11,1,420,-35728,0
4582324,2399,2929,2198,2683,3395,-18,88,-981,78,-2,-176,-6,1,-8,-1,9,-2,420,-35728,0
4582343,2393,2921,2198,2683,3395,-18,88,-981,78,-2,-176,-6,1,-8,-1,9,-2,420,-35728,0
4582355,2395,2924,2192,2676,3395,-18,88,-981,78,-2,-176,-5,5,-2,-3,4,-80,420,-35728,0
4582375,2399,2929,2202,2688,3395,-18,88,-981,78,-2,-176,-4,6,-5,-5,0,4,420,-35728,0
4582395,2389,2916,2194,2678,3395,-18,88,-981,78,-2,-176,-4,10,-5,-2,2,4,420,-35728,0
4582415,2392,2920,2199,2684,3395,-18,87,-981,78,-2,-176,-5,4,-6,-1,5,8,420,-35728,0
4582434,2398,2927,2192,2676,3395,-18,87,-981,78,-2,-176,-5,4,-6,-1,5,8,420,-35728,0
4582446,2392,2920,2199,2684,3395,-18,87,-981,78,-2,-176,-6,-1,-2,2,7,4,420,-35728,0
4582466,2390,2918,2198,2683,3395,-18,87,-981,78,-2,-176,-8,-3,-2,0,8,1,420,-35728,0
4582486,2407,2938,2198,2683,3395,-18,88,-981,78,-2,-176,-7,-5,2,0,9,0,420,-35728,0
4582503,2396,2925,2207,2694,3395,-18,88,-981,78,-2,-176,-7,-5,2,0,9,0,420,-35728,0
4582515,2399,2929,2187,2670,3395,-19,88,-981,78,-3,-176,-4,0,-6,-3,7,-4,420,-35728,0
4582533,2400,2930,2196,2681,3395,-19,88,-981,78,-3,-176,-4,0,-6,-3,7,-4,420,-35728,0
4582545,2395,2924,2197,2682,3395,-19,88,-981,78,-3,-176,-3,6,-1,-5,11,-2,420,-35728,0
4582565,2402,2932,2192,2676,3395,-20,88,-981,78,-3,-176,-6,7,0,-1,15,-3,420,-35728,0
4582583,2388,2915,2195,2680,3395,-20,88,-981,78,-3,-176,-6,7,0,-1,15,-3,420,-35728,0
4582595,2391,2919,2204,2691,3395,-20,88,-981,78,-3,-176,-8,6,0,1,8,0,420,-35728,0
4582615,2390,2918,2197,2682,3395,-20,88,-981,78,-4,-176,-7,2,-9,0,6,6,420,-35728,0
4582633,2399,2929,2194,2678,3395,-20,88,-981,78,-4,-176,-7,2,-9,0,6,6,420,-35728,0
4582645,2396,2925,2192,2676,3395,-20,87,-981,78,-4,-176,-16,-3,-1,0,8,6,420,-35728,0
4582663,2388,2915,2194,2678,3395,-20,87,-981,78,-4,-176,-16,-3,-1,0,8,6,420,-35728,0
4582675,2393,2921,2204,2691,3395,-20,87,-981,78,-4,-176,-23,0,-5,-1,6,7,420,-35728,0
4582694,2392,2920,2199,2684,3395,-20,87,-981,78,-4,-176,-23,0,-5,-1,6,7,420,-35728,0
4582706,2394,2923,2198,2683,3395,-21,88,-981,78,-5,-176,-22,2,-18,0,18,3,420,-35728,0
4582724,2390,2918,2198,2683,3395,-21,88,-981,78,-5,-176,-22,2,-18,0,18,3,420,-35728,0
4582736,2399,2929,2193,2677,3395,-22,88,-981,79,-6,-176,-20,1,-18,0,38,2,420,-35728,0
4582754,2392,2920,2192,2676,3395,-22,88,-981,79,-6,-176,-20,1,-18,0,38,2,420,-35728,0
4582765,2394,2923,2193,2677,3395,-24,88,-981,79,-7,-176,-15,2,-19,-1,51,3,420,-35728,0
4582784,2392,2920,2195,2680,3395,-24,88,-981,79,-7,-176,-15,2,-19,-1,51,3,420,-35728,0
4582796,2407,2938,2182,2664,3395,-25,88,-981,79,-8,-176,-10,4,-13,-3,58,5,420,-35728,0
4582814,2393,2921,2180,2661,3395,-25,88,-981,79,-8,-176,-10,4,-13,-3,58,5,420,-35728,0
