Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
3742277,2420,2954,2183,2665,15,-63,66,-996,57,-56,13,0,-3,-11,-1,24,1,430,-36621,0
3742289,2408,2940,2183,2665,15,-144,66,-996,57,-57,14,0,-2,-18,-2,26,4,430,-36621,0
3742309,2410,2942,2177,2658,15,-65,66,-996,57,-57,14,-2,-1,-17,0,28,3,430,-36621,0
3742326,2415,2948,2170,2649,15,-65,66,-996,57,-57,14,-2,-1,-17,0,28,3,430,-36621,0
3742338,2406,2937,2176,2656,15,-65,66,1003,57,-58,14,-2,-5,-3,-2,34,1,430,-36621,0
3742358,2406,2937,2183,2665,16,-66,66,-996,57,-59,14,1,-6,-1,-1,34,3,430,-36621,0
3742375,2409,2941,2175,2655,16,-66,66,-996,57,-59,14,1,-6,-1,-1,34,3,430,-36621,0
3742386,2406,2937,2187,2670,16,-67,66,-996,57,-60,14,0,-2,-15,-7,38,2,430,-36621,0
3742406,2400,2930,2175,2655,16,-68,66,-996,57,-60,14,-2,0,-8,-6,41,0,430,-36621,0
3742422,2409,2941,2172,2652,16,-68,66,-996,57,-60,14,-2,0,-8,-6,41,0,430,-36621,0
3742434,2400,2930,2183,2665,16,-69,66,-996,57,-61,14,-2,-1,4,-3,41,-2,430,-36621,0
3742452,2410,2942,2170,2649,16,-69,66,-996,57,-61,14,-2,-1,4,-3,41,-2,430,-36621,0
3742464,2409,2941,2169,2648,16,-70,66,-996,57,-62,14,-2,0,4,-2,38,6,430,-36621,0
3742481,2409,2941,2169,2648,16,-70,66,-996,57,-62,14,-2,0,4,-2,38,6,430,-36621,0
3742492,2410,2942,2169,2648,16,-71,66,-996,57,-63,14,-1,-1,-4,-3,40,12,430,-36621,0
3742511,2408,2940,2167,2645,16,-71,66,-996,57,-63,14,-1,-1,-4,-3,40,12,430,-36621,0
3742523,2411,2943,2168,2647,15,-72,66,-996,57,-65,13,0,-5,-4,0,42,7,430,-36621,0
3742541,2411,2943,2162,2639,15,-72,66,-996,57,-65,13,0,-5,-4,0,42,7,430,-36621,0
3742552,2412,2945,2169,2648,15,-73,66,-996,57,-65,13,0,-5,-2,0,41,0,430,-36621,0
3742569,2412,2945,2168,2647,15,-73,66,-996,57,-65,13,0,-5,-2,0,41,0,430,-36621,0
3742581,2413,2946,2160,2637,15,-75,66,-996,57,-66,13,4,-3,-6,-1,40,6,430,-36621,0
3742600,2413,2946,2167,2645,15,-75,66,-996,57,-66,13,4,-3,-6,-1,40,6,430,-36621,0
3742612,2408,2940,2168,2647,15,-76,66,-995,57,-67,13,5,-3,-3,-3,40,9,430,-36621,0
3742629,2410,2942,2166,2644,15,-76,66,-995,57,-67,13,5,-3,-3,-3,40,9,430,-36621,0
3742640,2412,2945,2164,2642,15,-77,66,-995,57,-68,13,10,-4,-16,0,39,4,430,-36621,0
3742660,2414,2947,2165,2643,15,-78,66,-995,57,-69,13,8,-4,-10,-1,41,3,430,-36621,0
3742677,2410,2942,2171,2650,15,-78,66,-995,57,-69,13,8,-4,-10,-1,41,3,430,-36621,0
3742689,2402,2932,2163,2641,15,-79,66,-995,57,-70,13,9,-7,-3,-2,37,2,430,-36621,0
3742709,2404,2935,2166,2644,15,-80,66,-995,57,-71,13,12,-4,1,-4,33,3,430,-36621,0
3742726,2410,2942,2160,2637,15,-80,66,-995,57,-71,13,12,-4,1,-4,33,3,430,-36621,0
3742738,2413,2946,2166,2644,15,-81,66,-995,57,-71,13,10,-131,-5,-4,31,5,430,-36621,0
3742757,2423,2958,2162,2639,15,-81,66,-995,57,-71,13,10,-131,-5,-4,31,5,430,-36621,0
3742769,2412,2945,2156,2632,15,-81,66,-995,57,-72,13,7,-2,-6,-3,30,0,430,-36621,0
3742789,2412,2945,2168,2647,15,-82,66,-995,57,-73,13,6,-2,-1,0,28,-4,430,-36621,0
3742809,2421,2956,2162,2639,15,-83,66,-995,57,-73,13,9,-1,1,0,27,-1,430,-36621,0
3742826,2415,2948,2161,2638,15,-83,66,-995,57,-73,13,9,-1,1,0,27,-1,430,-36621,0
3742838,2415,2948,2157,2633,15,-83,66,-995,57,-74,13,6,-5,1,-1,25,4,430,-36621,0
3742857,2414,2947,2162,2639,15,-83,66,-995,57,-74,13,6,-5,1,-1,25,4,430,-36621,0
3742869,2414,2947,2160,2637,15,-84,66,-995,57,-74,13,6,-1,-7,-1,17,5,430,-36621,0
3742889,2423,2958,2162,2639,15,-85,66,-995,57,-75,13,7,-129,-7,1,16,0,430,-36621,0
3742909,2415,2948,2161,2638,15,-85,66,-995,57,-75,14,6,-5,-5,2,15,0,430,-36621,0
3742926,2411,2943,2156,2632,15,-85,66,-995,57,-75,14,6,-5,-5,2,15,0,430,-36621,0
3742937,2424,2959,2162,2639,15,-85,66,-995,57,-75,14,5,-6,-8,0,15,0,430,-36621,0
3742955,2413,2946,2154,2630,15,-85,66,-995,57,-75,14,5,-6,-8,0,15,0,430,-36621,0
3742967,2414,2947,2165,2643,15,-86,66,-995,57,-76,14,6,-5,-7,0,13,4,430,-36621,0
3742984,2423,2958,2160,2637,15,-86,66,-995,57,-76,14,6,-5,-7,0,13,4,430,-36621,0
3742996,2423,2958,2158,2634,15,-86,66,-995,57,-76,14,7,-5,-11,0,10,1,430,-36621,0
3743014,2410,2942,2163,2641,15,-86,66,-995,57,-76,14,7,-5,-11,0,10,1,430,-36621,0
3743025,2412,2945,2170,2649,15,-86,66,-995,57,-76,14,6,-5,-11,-1,10,-1,430,-36621,0
3743044,2409,2941,2163,2641,15,-86,66,-995,57,-76,14,6,-5,-11,-1,10,-1,430,-36621,0
3743055,2415,2948,2154,2630,15,-86,66,-995,57,-76,14,3,-2,-4,-3,9,3,430,-36621,0
3743073,2405,2936,2162,2639,15,-86,66,-995,57,-76,14,3,-2,-4,-3,9,3,430,-36621,0
3743085,2409,2941,2159,2636,15,-86,66,-995,57,-77,14,5,-3,-8,0,11,0,430,-36621,0
3743103,2413,2946,2163,2641,15,-86,66,-995,57,-77,14,5,-3,-8,0,11,0,430,-36621,0
3743114,2423,2958,2162,2639,16,-87,66,-995,57,-77,14,2,-5,-5,0,21,0,430,-36621,0
3743131,2412,2945,2162,2639,16,-87,66,-995,57,-77,14,2,-5,-5,0,21,0,430,-36621,0
3743143,2413,2946,2158,2634,16,-88,66,-995,57,-77,14,3,-4,-5,0,21,0,430,-36621,0
3743162,2425,2960,2157,2633,16,-88,66,-995,57,-77,14,3,-4,-5,0,21,0,430,-36621,0
3743174,2412,2945,2162,2639,16,-88,66,-995,57,-86,14,5,-7,-5,0,23,0,430,-36621,0
