Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
3773230,2392,2920,2198,2683,25,13,66,-997,58,10,22,-13,-2,-4,3,6,-2,430,-37130,-16
3773248,2376,2901,2221,2711,25,13,66,-997,58,10,22,-13,-2,-4,3,6,-2,430,-37130,-62
3773260,2398,2927,2215,2704,25,13,66,-997,58,10,22,-13,-2,-6,-6,2,-3,430,-37130,-62
3773278,2395,2924,2200,2686,25,13,66,-997,58,10,22,-13,-2,-6,-6,2,-3,430,-37130,-62
3773290,2380,2905,2201,2687,25,13,66,-997,58,10,22,-15,0,7,-10,-6,-3,430,-37131,-62
3773308,2385,2912,2204,2691,25,13,66,-997,58,10,22,-15,0,7,-10,-6,-3,430,-37131,-62
3773319,2387,2914,2194,2678,25,13,66,-997,58,10,22,-13,0,-5,-2,-1,0,430,-37133,-62
3773337,2391,2919,2197,2682,25,13,66,-997,58,10,22,-13,0,-5,-2,-1,0,430,-37133,-62
3773349,2384,2910,2197,2682,25,13,66,-997,58,10,22,-13,-2,-7,5,-5,0,430,-37135,-82
3773368,2383,2909,2207,2694,25,13,66,-997,58,10,22,-13,-2,-7,5,-5,0,430,-37136,-82
3773379,2391,2919,2196,2681,25,13,66,-997,58,10,22,-12,-3,0,6,-12,0,430,-37137,-82
3773398,2384,2910,2213,2702,25,13,66,-997,58,10,22,-12,-3,0,6,-12,0,430,-37138,-82
3773409,2370,2893,2200,2686,25,13,66,-997,58,10,22,-14,-1,-4,6,-16,1,430,-37140,-82
3773427,2384,2910,2200,2686,25,13,66,-997,58,10,22,-14,-1,-4,6,-16,1,430,-37141,-82
3773439,2387,2914,2199,2684,25,13,66,-997,58,11,22,-10,-3,-13,0,-15,7,430,-37142,-82
3773457,2380,2905,2199,2684,25,13,66,-997,58,11,22,-10,-3,-13,0,-15,7,430,-37142,-108
3773469,2383,2909,2211,2699,25,14,66,-997,58,11,22,-14,-5,-12,-6,-11,1,430,-37143,-108
3773488,2383,2909,2207,2694,25,14,66,-997,58,11,22,-14,-5,-12,-6,-11,1,430,-37144,-108
3773500,2384,2910,2199,2684,25,14,66,-997,58,11,22,-13,-5,-11,-8,-3,-8,430,-37145,-108
3773519,2380,2905,2198,2683,25,14,66,-997,58,11,22,-13,-5,-11,-8,-3,-8,430,-37146,-108
3773531,2383,2909,2192,2676,25,14,66,-997,58,11,22,-13,-5,-9,-2,-1,-12,430,-37148,-108
3773549,2388,2915,2201,2687,25,14,66,-997,58,11,22,-13,-5,-9,-2,-1,-12,430,-37150,-108
3773561,2387,2914,2208,2695,25,14,66,-997,58,11,22,-14,-4,0,8,-1,-5,430,-37152,-160
3773580,2383,2909,2204,2691,25,14,66,-997,58,11,22,-14,-4,0,8,-1,-5,430,-37153,-160
