Timestamp_ms,ADC1_Raw,ADC1_V_milli,ADC2_Raw,ADC2_V_milli,Heading_deci,Roll_deci,Pitch_deci,Quat_W_milli,Quat_X_milli,Quat_Y_milli,Quat_Z_milli,LinAccel_X_centi,LinAccel_Y_centi,LinAccel_Z_centi,AngVel_X_deci,AngVel_Y_deci,AngVel_Z_deci,Temp_C_deci,Encoder_Count,Encoder_RPM_deci
4990869,2382,2908,2191,2675,3214,-15,75,-941,66,8,-329,-14,2,-11,0,6,3,410,-39137,0
4990881,2387,2914,2186,2669,3214,-15,75,-941,66,8,-329,-15,-1,-4,0,-2,1,410,-39137,0
4990899,2388,2915,2188,2671,3214,-15,75,-941,66,8,-329,-15,-1,-4,0,-2,1,410,-39137,0
4990911,2376,2901,2190,2673,3214,-15,75,-941,66,8,-329,-10,-1,-7,0,2,-1,410,-39137,0
4990929,2387,2914,2195,2680,3214,-15,75,-941,66,8,-329,-10,-1,-7,0,2,-1,410,-39137,0
4990941,2383,2909,2182,2664,3214,-15,75,-941,66,8,-329,-15,0,-1,-1,6,-2,410,-39137,0
4990960,2382,2908,2183,2665,3214,-15,75,-941,66,8,-329,-15,0,-1,-1,6,-2,410,-39137,0
4990972,2385,2912,2186,2669,3214,-15,75,-941,66,8,-329,-26,2,30,-1,-1,0,410,-39137,0
4990990,2375,2899,2188,2671,3214,-15,75,-941,66,8,-329,-26,2,30,-1,-1,0,410,-39137,0
4991002,2384,2910,2191,2675,3214,-15,75,-941,66,8,-329,-6,5,-27,-1,3,0,410,-39137,0
4991021,2382,2908,2185,2667,3214,-15,75,-941,66,8,-329,-6,5,-27,-1,3,0,410,-39137,0
4991032,2379,2904,2189,2672,3214,-15,75,-941,66,8,-329,-8,-2,-9,0,-8,1,410,-39137,0
4991051,2373,2897,2188,2671,3214,-15,75,-941,66,8,-329,-8,-2,-9,0,-8,1,410,-39137,0
4991063,2381,2907,2186,2669,3214,-15,75,-941,66,8,-329,-10,-3,-8,-2,-26,2,410,-39137,0
4991081,2376,2901,2187,2670,3214,-15,75,-941,66,8,-329,-10,-3,-8,-2,-26,2,410,-39137,0
4991093,2389,2916,2184,2666,3214,-14,75,-941,66,9,-329,-15,0,10,-5,-10,0,410,-39137,0
4991113,2377,2902,2191,2675,3214,-14,75,-941,66,9,-329,-14,1,2,-1,2,-8,410,-39137,0
4991131,2378,2903,2188,2671,3214,-14,75,-941,66,9,-329,-14,1,2,-1,2,-8,410,-39137,0
4991143,2380,2905,2186,2669,3214,-14,75,-942,66,9,-328,-16,4,0,3,0,-11,410,-39137,0
4991161,2381,2907,2191,2675,3214,-14,75,-942,66,9,-328,-16,4,0,3,0,-11,410,-39137,0
4991173,2383,2909,2176,2656,3215,-14,75,-942,65,9,-328,-13,4,0,0,-8,-1,410,-39137,0
4991190,2382,2908,2195,2680,3215,-14,75,-942,65,9,-328,-13,4,0,0,-8,-1,410,-39137,0
4991202,2379,2904,2189,2672,3215,-13,75,-942,65,9,-328,-16,1,-14,1,-19,6,410,-39137,0
4991221,2385,2912,2184,2666,3215,-13,75,-942,65,9,-328,-16,1,-14,1,-19,6,410,-39137,0
4991233,2388,2915,2183,2665,3214,-13,75,-941,65,10,-329,-17,-1,-15,3,-17,3,410,-39137,0
4991251,2391,2919,2190,2673,3214,-13,75,-941,65,10,-329,-17,-1,-15,3,-17,3,410,-39137,0
4991263,2383,2909,2184,2666,3214,-13,75,-941,65,10,-329,-16,-9,-10,3,-2,0,410,-39137,0
4991281,2381,2907,2188,2671,3214,-13,75,-941,65,10,-329,-16,-9,-10,3,-2,0,410,-39137,0
4991293,2379,2904,2187,2670,3214,-13,75,-941,65,10,-328,-17,-9,3,-1,-3,-6,410,-39137,0
4991312,2384,2910,2184,2666,3214,-13,75,-941,65,10,-328,-17,-9,3,-1,-3,-6,410,-39137,0
4991324,2390,2918,2187,2670,3215,-12,75,-942,65,10,-328,-15,0,-1,-6,-13,-7,410,-39137,0
4991342,2374,2898,2187,2670,3215,-12,75,-942,65,10,-328,-15,0,-1,-6,-13,-7,410,-39137,0
4991354,2383,2909,2190,2673,3215,-12,75,-942,65,11,-328,-18,6,7,-4,-13,-3,410,-39137,0
4991373,2379,2904,2188,2671,3215,-12,75,-942,65,11,-328,-18,6,7,-4,-13,-3,410,-39137,0
4991385,2382,2908,2203,2689,3215,-11,75,-942,65,11,-328,-18,10,-2,0,-21,3,410,-39137,0
4991402,2383,2909,2185,2667,3215,-11,75,-942,65,11,-328,-18,10,-2,0,-21,3,410,-39137,0
4991414,2383,2909,2188,2671,3214,-11,75,-941,65,11,-329,-13,4,-24,2,-7,7,410,-39137,0
4991433,2391,2919,2187,2670,3214,-11,75,-941,65,11,-329,-13,4,-24,2,-7,7,410,-39137,0
4991445,2379,2904,2184,2666,3214,-11,75,-941,65,11,-329,-17,-2,-2,5,5,0,410,-39137,0
4991464,2386,2913,2196,2681,3214,-11,75,-941,65,11,-329,-17,-2,-2,5,5,0,410,-39137,0
4991476,2381,2907,2191,2675,3214,-11,75,-941,65,11,-329,-16,-6,-2,3,-3,-6,410,-39137,0
4991494,2387,2914,2184,2666,3214,-11,75,-941,65,11,-329,-16,-6,-2,3,-3,-6,410,-39137,0
