timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,gt_velocity_savgol,lstm_filtered_velocity,traditional_filtered_velocity
34997,554,560,-0.1585,-58486,-0.4438604118690551,0.17219000000000007,0.18353513513513514
35000,557,561,-0.1422,-58492,-0.4439153543391947,0.17219000000000007,0.1824810810810811
35002,557,559,-0.1508,-58498,-0.4448506704796849,0.17397000000000007,0.18133243243243244
35005,556,558,-0.1593,-58504,-0.4445278393489296,0.17534000000000008,0.18028108108108107
35007,553,556,-0.1807,-58511,-0.44424889160438835,0.17670000000000008,0.17922972972972975
35010,552,555,-0.1895,-58517,-0.44425191128333247,0.1788500000000001,0.17817837837837838
35012,551,553,-0.2031,-58524,-0.44492149567673833,0.1797600000000001,0.177127027027027
35015,550,552,-0.2122,-58530,-0.44448540697727296,0.1823000000000001,0.17619189189189186
35017,551,553,-0.2031,-58536,-0.44229029646793144,0.1857200000000001,0.17525675675675675
35020,551,556,-0.1891,-58542,-0.43866581896955076,0.19007000000000013,0.1743216216216216
35022,554,558,-0.1676,-58549,-0.4349246328408094,0.19095000000000012,0.17338648648648647
35025,554,558,-0.1676,-58556,-0.43349828553071434,0.19007000000000013,0.17245135135135134
35027,552,556,-0.185,-58562,-0.4323581410379484,0.1856600000000001,0.17151621621621618
35031,550,554,-0.2028,-58568,-0.43059445245152234,0.1782200000000001,0.17069189189189188
35033,552,555,-0.1895,-58574,-0.42949093627218254,0.1709000000000001,0.16986756756756757
35036,553,556,-0.1807,-58580,-0.42923073406706086,0.16538000000000014,0.16893243243243242
35038,555,559,-0.159,-58586,-0.43010687234356776,0.16411000000000014,0.16799729729729732
35041,557,562,-0.1378,-58592,-0.43021891419737834,0.16455000000000014,0.16706216216216216
35043,559,562,-0.1299,-58598,-0.4310520318530837,0.16239000000000012,0.16624864864864866
35046,558,562,-0.1339,-58604,-0.43066916009293255,0.15760000000000013,0.16554594594594596
35048,556,559,-0.1549,-58610,-0.43050052867137667,0.15455000000000013,0.16494594594594594
35051,554,557,-0.172,-58617,-0.43083916409582657,0.1515300000000001,0.16434594594594595
35053,555,558,-0.1634,-58624,-0.43205134950054563,0.14985000000000012,0.16364324324324322
