timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,gt_velocity_savgol,dpss_lstm_filtered,traditional_filtered
5314,577,581,-0.0112,-9,-0.01658295940042182,0.4864219489007503,0.006624324324324325
5315,576,581,-0.0146,-9,-0.014071306790503902,0.48663839160880074,0.007024324324324325
5316,576,581,-0.0146,-10,-0.01174121942949572,0.48672566504336934,0.007424324324324326
5318,579,581,-0.0044,-10,-0.009592697317397267,0.48644618968952014,0.007824324324324325
5319,577,580,-0.0148,-10,-0.007625740454208545,0.4861135937070153,0.008224324324324324
5320,577,581,-0.0112,-10,-0.00584034883992955,0.4861488146295721,0.008624324324324324
5322,578,580,-0.0113,-10,-0.004236522474560284,0.486502134307485,0.009024324324324323
5324,577,580,-0.0148,-10,-0.0028142613581007498,0.48694706638535146,0.009424324324324322
5327,576,581,-0.0146,-10,-0.001573565490550946,0.4873224540110932,0.009824324324324321
5329,577,581,-0.0112,-10,-0.0005144348719108711,0.48746215741030535,0.010218918918918915
5331,577,580,-0.0148,-10,0.00036313049781947334,0.48735223969352004,0.010521621621621619
5334,577,581,-0.0112,-10,0.0010591306186400907,0.4871360894881551,0.010824324324324322
5336,577,581,-0.0112,-10,0.0015735654905509615,0.4869637017662291,0.011127027027027026
5338,577,580,-0.0148,-10,0.0012306089092770328,0.48697504358307336,0.011429729729729731
5341,577,581,-0.0112,-10,-8.106886170052134e-18,0.4872287407687863,0.011732432432432435
5343,577,580,-0.0148,-10,-8.106886170052134e-18,0.4877076142981115,0.012035135135135138
5345,576,580,-0.0182,-10,-8.106886170052134e-18,0.4883233320737894,0.012337837837837842
5347,577,580,-0.0148,-10,-8.106886170052134e-18,0.4887952064342712,0.012640540540540545
5349,577,580,-0.0148,-10,-8.106886170052134e-18,0.4888897234331272,0.012851351351351356
5351,577,580,-0.0148,-10,-8.106886170052134e-18,0.4887201751432322,0.012943243243243247
5353,577,580,-0.0148,-10,-8.106886170052134e-18,0.4885012001767053,0.012851351351351355
5356,577,580,-0.0148,-10,-8.106886170052134e-18,0.4882709966813177,0.012759459459459463
5358,577,581,-0.0112,-10,-8.106886170052134e-18,0.48805039688877283,0.01266756756756757
5360,577,580,-0.0148,-10,-8.106886170052134e-18,0.4880083339153487,0.012575675675675678
5362,576,580,-0.0182,-10,-8.106886170052134e-18,0.4881879174663017,0.012483783783783788
5364,577,581,-0.0112,-10,-0.0012306089092770488,0.48832387875341715,0.012391891891891894
5366,577,580,-0.0148,-10,-0.0015735654905509777,0.4882901406632131,0.0122972972972973
5369,577,580,-0.0148,-10,-0.0012336788530991928,0.4882505701969082,0.012021621621621624
5371,576,580,-0.0182,-10,-0.00039713909626478355,0.48809517162911875,0.011745945945945947
5373,578,581,-0.0078,-10,0.0007684826905434705,0.48744131038646654,0.011470270270270273
5376,578,581,-0.0078,-10,0.002114234427851099,0.4864258582363119,0.011183783783783785
5378,577,581,-0.0112,-10,0.003509783046117938,0.48576006166498303,0.010897297297297298
5380,576,581,-0.0146,-10,0.0048434144857381345,0.48572207917291366,0.010610810810810813
5383,578,581,-0.0078,-10,0.006022033697040146,0.48584856829507916,0.010324324324324327
5385,577,581,-0.0112,-10,0.006971164640286735,0.48578492940262974,0.009945945945945948
5387,577,581,-0.0112,-10,0.007634950285674976,0.48561699754158083,0.009567567567567568
5389,577,581,-0.0112,-10,0.00797615261333625,0.4853655015856589,0.009189189189189189
5391,579,581,-0.0044,-9,0.00797615261333625,0.4849804464488009,0.008810810810810811
5393,577,581,-0.0112,-9,0.007634950285674976,0.48469545961381144,0.008432432432432434
5395,577,581,-0.0112,-9,0.006971164640286735,0.4846831074975073,0.008054054054054054
5397,578,581,-0.0078,-9,0.004791424787763106,0.4846543856288946,0.007675675675675676
5399,578,581,-0.0078,-9,0.003269848995187166,0.48430652131984253,0.007297297297297297
5402,578,581,-0.0078,-9,0.0022761041930187543,0.4836877647202361,0.00691891891891892
5404,578,582,-0.0042,-9,0.0017170953315863244,0.482935401373773,0.00654054054054054
5406,578,582,-0.0042,-9,0.00153696538108695,0.4821453579327106,0.006162162162162163
5408,579,581,-0.0044,-9,0.0017170953315863244,0.48143034598386436,0.005783783783783784
5410,579,582,-0.0008,-9,0.0022761041930187543,0.48086867531162913,0.005410810810810811
5412,578,582,-0.0042,-9,0.003269848995187166,0.4805511399167772,0.00512972972972973
5414,579,582,-0.0008,-9,0.004791424787763106,0.48063072369161186,0.004848648648648649
5416,578,581,-0.0078,-9,0.006971164640286735,0.48116039075578687,0.004567567567567567
5419,578,581,-0.0078,-9,0.007634950285674976,0.4818779436077304,0.004286486486486487
5421,578,582,-0.0042,-9,0.00797615261333625,0.4822981912230183,0.0040054054054054055
5423,578,581,-0.0078,-8,0.007976152613336254,0.4821339772197183,0.0037243243243243246
5425,579,582,-0.0008,-8,0.007634950285674979,0.4814464127309106,0.0034432432432432436
5427,579,582,-0.0008,-8,0.006971164640286739,0.4805434796386434,0.0031621621621621626
5430,579,582,-0.0008,-8,0.006022033697040148,0.47987598797994624,0.0029729729729729734
5432,579,581,-0.0044,-8,0.004843414485738137,0.47965321578181813,0.002783783783783784
5434,579,582,-0.0008,-8,0.00350978304611794,0.4796175600125132,0.002594594594594595
5436,579,582,-0.0008,-8,0.002114234427851101,0.4794598270010467,0.0024054054054054056
5438,579,582,-0.0008,-8,0.0007684826905434724,0.47920484342734954,0.002216216216216217
5440,579,582,-0.0008,-8,-0.0003971390962647817,0.47901951506634105,0.002027027027027027
5442,579,582,-0.0008,-8,-0.0012336788530991909,0.47894352527677675,0.001837837837837838
5444,579,582,-0.0008,-8,-0.001573565490550976,0.47892432674077423,0.0016432432432432437
5446,579,582,-0.0008,-8,-0.0012306089092770473,0.47892089287845585,0.001448648648648649
